Genotype,Cluster,ligand,receptor,prob,interaction_name,interaction_name_2,pathway_name,annotation,evidence,probWT,LFCprob,Columns
AK,Stem (Stroma),Thbs1,ITGA3_ITGB1,0.0017816735684892473,THBS1_ITGA3_ITGB1,Thbs1  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.001702574883295865,0.045411387213656576,AK_Stem (Stroma)
AK,Stem (Stroma),Thbs2,ITGA3_ITGB1,0.012394247594713059,THBS2_ITGA3_ITGB1,Thbs2  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.013649613123439255,-0.09647871730189737,AK_Stem (Stroma)
AK,Stem (Stroma),Col1a1,ITGA3_ITGB1,0.020816341878404483,COL1A1_ITGA3_ITGB1,Col1a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026065458519208617,-0.22487266397776104,AK_Stem (Stroma)
AK,Stem (Stroma),Col1a2,ITGA3_ITGB1,0.017714164843121674,COL1A2_ITGA3_ITGB1,Col1a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.020467450638807547,-0.14447125742482553,AK_Stem (Stroma)
AK,Stem (Stroma),Col4a1,ITGA3_ITGB1,0.01202957552371229,COL4A1_ITGA3_ITGB1,Col4a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012442906070474536,-0.03378242242838968,AK_Stem (Stroma)
AK,Stem (Stroma),Col4a2,ITGA3_ITGB1,0.00635923688738058,COL4A2_ITGA3_ITGB1,Col4a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00891818085813255,-0.3381836022299683,AK_Stem (Stroma)
AK,Stem (Stroma),Col4a5,ITGA3_ITGB1,0.005449771748290497,COL4A5_ITGA3_ITGB1,Col4a5  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004217095655278004,0.25642706899031575,AK_Stem (Stroma)
AK,Stem (Stroma),Col6a1,ITGA3_ITGB1,0.015188384497425971,COL6A1_ITGA3_ITGB1,Col6a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016047771436304245,-0.05503903069606497,AK_Stem (Stroma)
AK,Stem (Stroma),Col6a2,ITGA3_ITGB1,0.005889068704848568,COL6A2_ITGA3_ITGB1,Col6a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005846377420760291,0.007275645416996207,AK_Stem (Stroma)
AK,Stem (Stroma),Col6a3,ITGA3_ITGB1,0.009471225257846515,COL6A3_ITGA3_ITGB1,Col6a3  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011720882213195552,-0.21311377356230177,AK_Stem (Stroma)
AK,Stem (Oncogene) 1,Lama4,ITGA6_ITGB1,0.0019733940676056943,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0031708105403731824,-0.47423230891821005,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Lama4,ITGA6_ITGB1,0.0020658358893339986,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002692453069083002,-0.26491776612630935,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lama4,ITGA6_ITGB1,0.002637218019791478,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004914166626526989,-0.6223976008969613,AK_Stem (Reserve)
AK,Transit Amplifying,Lama4,ITGA6_ITGB1,0.0018912454405524005,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004048982863851708,-0.7612301295425185,AK_Transit Amplifying
AK,Stem (Stroma),Lama4,ITGA6_ITGB1,0.0032002796024606906,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003718757342030736,-0.15015138287984017,AK_Stem (Stroma)
AK,Early Absorptive,Lama4,ITGA6_ITGB1,0.001968170708947909,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0023566007662799426,-0.18011569024065574,AK_Early Absorptive
AK,Late Absorptive,Lama4,ITGA6_ITGB1,0.002014802271849071,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0033836867421512614,-0.5184448047036503,AK_Late Absorptive
AK,Secretory,Lama4,ITGA6_ITGB1,0.0022531522879049616,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003107422423268066,-0.3214633271819346,AK_Secretory
AK,ER Stress,Lama4,ITGA6_ITGB1,0.0016279577142905197,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002550546381255462,-0.44898131015741477,AK_ER Stress
AK,Stem (Oncogene) 1,Lamb1,ITGA6_ITGB1,0.005549316732425042,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.009104863695980675,-0.4951339339244989,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Lamb1,ITGA6_ITGB1,0.005808294471492178,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.007738227649603436,-0.2868856982892906,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lamb1,ITGA6_ITGB1,0.0074071067167158396,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.01406481121659155,-0.6412361131635602,AK_Stem (Reserve)
AK,Transit Amplifying,Lamb1,ITGA6_ITGB1,0.005319102633693348,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.011607365631061831,-0.7803352535516462,AK_Transit Amplifying
AK,Stem (Stroma),Lamb1,ITGA6_ITGB1,0.008979398840934379,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.010667298708118608,-0.17224993040571163,AK_Stem (Stroma)
AK,Early Absorptive,Lamb1,ITGA6_ITGB1,0.0055346807866259945,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.006777250601173824,-0.2025376109528135,AK_Early Absorptive
AK,Late Absorptive,Lamb1,ITGA6_ITGB1,0.005665333449724182,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.009712248166880811,-0.5390220324648783,AK_Late Absorptive
AK,Secretory,Lamb1,ITGA6_ITGB1,0.0063327989466558324,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.00892390908929863,-0.34299177920940016,AK_Secretory
AK,ER Stress,Lamb1,ITGA6_ITGB1,0.004580799532094013,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.007332336855449201,-0.4704207188927204,AK_ER Stress
AK,Stem (Oncogene) 1,Lamc1,ITGA6_ITGB1,0.0016770360092549354,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0027464912576277735,-0.4932962356653378,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Lamc1,ITGA6_ITGB1,0.00175561963235856,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0023319980414095174,-0.2839035671366805,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lamc1,ITGA6_ITGB1,0.00224139287545933,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004257547084805144,-0.6415957007360328,AK_Stem (Reserve)
AK,Transit Amplifying,Lamc1,ITGA6_ITGB1,0.0016072043353111652,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0035075596790468057,-0.7804243155999095,AK_Transit Amplifying
AK,Stem (Stroma),Lamc1,ITGA6_ITGB1,0.0027201739505487033,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0032213485350762977,-0.16910424092668078,AK_Stem (Stroma)
AK,Early Absorptive,Lamc1,ITGA6_ITGB1,0.0016725957633993722,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002041016306902074,-0.199071104439756,AK_Early Absorptive
AK,Late Absorptive,Lamc1,ITGA6_ITGB1,0.0017122363294826276,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0029309640315167015,-0.5375310787943007,AK_Late Absorptive
AK,Secretory,Lamc1,ITGA6_ITGB1,0.0019148616364050672,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002691562862519558,-0.34047664719646925,AK_Secretory
AK,ER Stress,Lamc1,ITGA6_ITGB1,0.0013834042830868744,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002209047182262105,-0.46801395007677155,AK_ER Stress
AK,Stem (Oncogene) 1,Lama4,ITGA6_ITGB4,7.935685257945488e-4,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0018499255728150015,-0.8463607912052037,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Lama4,ITGA6_ITGB4,8.597266034840428e-4,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0016198643284871144,-0.6334832410917478,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lama4,ITGA6_ITGB4,0.0010801885210258114,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004061681953494355,-1.3244615796771506,AK_Stem (Reserve)
AK,Transit Amplifying,Lama4,ITGA6_ITGB4,0.0010478357965287687,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0028042745593949087,-0.9844179905027655,AK_Transit Amplifying
AK,Stem (Stroma),Lama4,ITGA6_ITGB4,0.002183249381544759,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0019834732302708483,0.09596484436603175,AK_Stem (Stroma)
AK,Early Absorptive,Lama4,ITGA6_ITGB4,9.014818874328624e-4,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017558543230505237,-0.666670860362386,AK_Early Absorptive
AK,Late Absorptive,Lama4,ITGA6_ITGB4,0.001856831122804623,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0024105336682489135,-0.26097682473066447,AK_Late Absorptive
AK,Secretory,Lama4,ITGA6_ITGB4,7.132807760220588e-4,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0022701347295289104,-1.1577193227699083,AK_Secretory
AK,ER Stress,Lama4,ITGA6_ITGB4,6.667198030493563e-4,LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015459909461151375,-0.8410505005293049,AK_ER Stress
AK,Stem (Oncogene) 1,Lamb1,ITGA6_ITGB4,0.002236358639960121,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005325197679506785,-0.8676008978452457,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Lamb1,ITGA6_ITGB4,0.0024225073674985598,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004664963044521408,-0.6552768063503315,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lamb1,ITGA6_ITGB4,0.003042496876750312,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.011643493429629849,-1.3420690007574338,AK_Stem (Reserve)
AK,Transit Amplifying,Lamb1,ITGA6_ITGB4,0.002951544717135582,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.008057914331889212,-1.0043260890455403,AK_Transit Amplifying
AK,Stem (Stroma),Lamb1,ITGA6_ITGB4,0.006137105594187058,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005708193363751797,0.07245065445529769,AK_Stem (Stroma)
AK,Early Absorptive,Lamb1,ITGA6_ITGB4,0.002539970984192899,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.00505529912210215,-0.6882843668144584,AK_Early Absorptive
AK,Late Absorptive,Lamb1,ITGA6_ITGB4,0.005222639204961583,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.006931651066467027,-0.2830951650096586,AK_Late Absorptive
AK,Secretory,Lamb1,ITGA6_ITGB4,0.00201039310397818,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.006529648103029522,-1.1780227754931796,AK_Secretory
AK,ER Stress,Lamb1,ITGA6_ITGB4,0.0018793195072161104,LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004452838304346863,-0.8626319669879611,AK_ER Stress
AK,Stem (Oncogene) 1,Lamc1,ITGA6_ITGB4,6.74273217432498e-4,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0016020836190406304,-0.8654249270368943,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Lamc1,ITGA6_ITGB4,7.304931761859476e-4,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0014028012853838337,-0.6525065447095288,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lamc1,ITGA6_ITGB4,9.178458748390894e-4,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0035185666669333483,-1.3437795045781913,AK_Stem (Reserve)
AK,Transit Amplifying,Lamc1,ITGA6_ITGB4,8.903511407956233e-4,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0024288857695060223,-1.0035719749741372,AK_Transit Amplifying
AK,Stem (Stroma),Lamc1,ITGA6_ITGB4,0.0018554345085311013,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017177701519858488,0.07709187855757307,AK_Stem (Stroma)
AK,Early Absorptive,Lamc1,ITGA6_ITGB4,7.659766505532592e-4,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015205962724181704,-0.6857061344329721,AK_Early Absorptive
AK,Late Absorptive,Lamc1,ITGA6_ITGB4,0.0015779504408589748,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0020877418923651472,-0.27995623198107555,AK_Late Absorptive
AK,Secretory,Lamc1,ITGA6_ITGB4,6.060476176201872e-4,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.001966106559748022,-1.1768519406210074,AK_Secretory
AK,ER Stress,Lamc1,ITGA6_ITGB4,5.664825569999117e-4,LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0013388137174890208,-0.8600929262193762,AK_ER Stress
AK,Stem (Stroma),Fn1,Cd44,0.02336159215013862,FN1_CD44,Fn1  - Cd44,FN1,ECM-Receptor,KEGG: mmu04512,0.03671764049785934,-0.45216399434396737,AK_Stem (Stroma)
AK,Early Absorptive,Fn1,Cd44,0.016693147172006192,FN1_CD44,Fn1  - Cd44,FN1,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Fn1,Cd44,0.0186557268671395,FN1_CD44,Fn1  - Cd44,FN1,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Stroma),Col1a1,Cd44,0.02674615369900635,COL1A1_CD44,Col1a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.043829653079138026,-0.49391992320245404,AK_Stem (Stroma)
AK,Early Absorptive,Col1a1,Cd44,0.019130527436710246,COL1A1_CD44,Col1a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col1a1,Cd44,0.021373436317531854,COL1A1_CD44,Col1a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Stroma),Col1a2,Cd44,0.02278083959468852,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.034551826231235885,-0.41654059245152636,AK_Stem (Stroma)
AK,Early Absorptive,Col1a2,Cd44,0.01627540485596784,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col1a2,Cd44,0.0181897799512895,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Stroma),Col4a1,Cd44,0.015495971496429343,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.021124394867186737,-0.3098484408044062,AK_Stem (Stroma)
AK,Early Absorptive,Col4a1,Cd44,0.011047330244948762,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col4a1,Cd44,0.012354482331767246,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Stroma),Col4a2,Cd44,0.008205260171636275,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.015178245101042263,-0.6150877263396903,AK_Stem (Stroma)
AK,Early Absorptive,Col4a2,Cd44,0.005837253564186518,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col4a2,Cd44,0.006532006076457244,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Oncogene) 2,Col4a5,Cd44,0.0024032983432048538,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0041913790643796,-0.5561877085686592,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col4a5,Cd44,0.0027984973085030153,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.013017922916983742,-1.5372444962838883,AK_Stem (Reserve)
AK,Transit Amplifying,Col4a5,Cd44,0.0022964310602667623,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004547347221419522,-0.6831878298221054,AK_Transit Amplifying
AK,Stem (Stroma),Col4a5,Cd44,0.007033655169386584,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007201238169265925,-0.02354646974324501,AK_Stem (Stroma)
AK,Early Absorptive,Col4a5,Cd44,0.005002063977125236,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col4a5,Cd44,0.0055979715853520995,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,ER Stress,Col4a5,Cd44,0.002701239280155539,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Stroma),Col6a1,Cd44,0.019547001740561086,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.027175185553964407,-0.3294823500809247,AK_Stem (Stroma)
AK,Early Absorptive,Col6a1,Cd44,0.01395185681851286,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col6a1,Cd44,0.015597260674962381,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Oncogene) 2,Col6a2,Cd44,0.0025976655973461316,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005810783161529579,-0.8051021626770456,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col6a2,Cd44,0.0030247294525930376,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.017986003356386306,-1.782772213779617,AK_Stem (Reserve)
AK,Transit Amplifying,Col6a2,Cd44,0.0024821769055624453,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.006303414537552481,-0.9319555170112442,AK_Transit Amplifying
AK,Stem (Stroma),Col6a2,Cd44,0.007599650714963589,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009971902670967502,-0.2716691177030449,AK_Stem (Stroma)
AK,Early Absorptive,Col6a2,Cd44,0.005405468108193742,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col6a2,Cd44,0.0060491420222354665,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,ER Stress,Col6a2,Cd44,0.002919632048597092,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Stroma),Col6a3,Cd44,0.01220952742132076,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01990876632660066,-0.4889435705140761,AK_Stem (Stroma)
AK,Early Absorptive,Col6a3,Cd44,0.008696037067465873,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Col6a3,Cd44,0.009727713937642024,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Oncogene) 2,Lama4,Cd44,6.662439461379822e-4,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017317357496493605,-0.9552236190292597,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lama4,Cd44,7.760234616509663e-4,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.005406687441373596,-1.9412091276056536,AK_Stem (Reserve)
AK,Stem (Stroma),Lama4,Cd44,0.0019564379446858197,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.002980594247978425,-0.4209972480583442,AK_Stem (Stroma)
AK,Early Absorptive,Lama4,Cd44,0.0013892913029646598,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Lama4,Cd44,0.0015554736713439459,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Oncogene) 2,Lamb1,Cd44,0.0018779798097752808,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.004986085451462529,-0.9764544934242977,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Lamb1,Cd44,0.0021869846419316137,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.01546020363557006,-1.9557454956093252,AK_Stem (Reserve)
AK,Transit Amplifying,Lamb1,Cd44,0.001794429808134046,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.005409180327199259,-1.1034102548540565,AK_Transit Amplifying
AK,Stem (Stroma),Lamb1,Cd44,0.005501804355986603,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.008561722256931135,-0.44222526499382114,AK_Stem (Stroma)
AK,Early Absorptive,Lamb1,Cd44,0.003910928148038069,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Lamb1,Cd44,0.0043774180661979535,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,ER Stress,Lamb1,Cd44,0.002110933929731017,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Stroma),Lamc1,Cd44,0.0016626220609636056,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.002581663869592724,-0.4400381907816121,AK_Stem (Stroma)
AK,Early Absorptive,Lamc1,Cd44,0.001180548183198844,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,Secretory,Lamc1,Cd44,0.001321794449358205,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,Stem (Oncogene) 1,Col1a1,Sdc1,0.0455409019545457,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05179024731633071,-0.12859098958819376,AK_Stem (Oncogene) 1
