"source","target","pathway_name","prob","pval","condition","Columns"
"fib","proCSC","EPHA",0.000356370018810833,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","FN1",0.143576796484951,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","HGF",0.0025642996090647,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","HSPG",0.00565935540939497,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","JAM",0.00273385698258502,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","LAMININ",0.0497490903325095,0.00260869565217391,"cd34lo","cd34lo_proCSC"
"fib","proCSC","PTN",0.244543275531223,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","SEMA4",0.000493062331065391,0.03,"cd34lo","cd34lo_proCSC"
"fib","proCSC","SPP1",0.0594129107502697,0.005,"cd34lo","cd34lo_proCSC"
"fib","proCSC","TENASCIN",0.00784267922403322,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","THBS",0.219015512669739,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","TWEAK",0.0313561211900476,0,"cd34lo","cd34lo_proCSC"
"fib","revCSC","AGRN",0.00243367723652795,0.03,"cd34lo","cd34lo_revCSC"
"fib","revCSC","ANGPTL",0.0221702392135753,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","BMP",7.68845151584475e-05,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","COLLAGEN",1.72902868256025,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","EGF",0.00297446128912857,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","EPHA",0.000705604742524214,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","FN1",0.422909768550051,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","GALECTIN",0.0083565369469561,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","HGF",0.00320138973582869,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","HSPG",0.00635616394552297,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","JAM",0.00412255809826752,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","LAMININ",0.0770963796453387,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","MPZ",0.00387461502732879,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","NECTIN",0.00278747324693812,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","NOTCH",0.000204305836253488,0.02,"cd34lo","cd34lo_revCSC"
"fib","revCSC","PTN",0.244452566388894,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","SEMA4",0.000493149019045003,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","SPP1",0.263562984356501,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","TENASCIN",0.0111494247273608,0,"cd34lo","cd34lo_revCSC"
"fib","revCSC","TGFb",0.00189611937065665,0.04,"cd34lo","cd34lo_revCSC"
"fib","revCSC","THBS",0.32931847603308,0.0025,"cd34lo","cd34lo_revCSC"
"fib","revCSC","TWEAK",0.0383394983315129,0,"cd34lo","cd34lo_revCSC"
