,,phateepi_1,phateepi_2,curatedCLUST,CCATmed,VELOmed,dist,clustDISTmin,Ridge,height,,,
WtFib,843,-0.004684784,0.008457571,revCSC,0.312961821,215.858828,0.005403436,0.004813433,,0.313928799,,,
WtFib,844,0.033850799,0.001610702,Early Enterocyte,0.292534217,258.0581529,0.027085436,0.006641666,Y,0.305731964,,,
WtFib,845,0.012531865,-0.013401201,Early Enterocyte,0.292534217,258.0581529,0.00779905,0.006641666,,0.293684145,,,
WtFib,846,0.031126243,0.001037691,Late Enterocyte,0.247271505,184.1888013,0.009671688,0.009002585,,0.247958653,,,
WtFib,847,0.00419665,0.014050145,ER Stress,0.285356228,106.1882196,0.006403795,0.005853808,,0.286862922,,,
WtFib,848,0.028810898,0.003344654,Late Enterocyte,0.247271505,184.1888013,0.009785954,0.009002585,,0.248076,,,
WtFib,849,0.001219549,-0.011991602,CSC,0.34734132,214.0478215,0.00789547,0.005480045,,0.350847919,,,
WtFib,850,-0.020341005,-0.000903,proCSC,0.383408272,200.7958537,0.008793139,0.005289637,,0.389025333,,,
WtFib,851,-0.001129617,-0.001198027,revCSC,0.312961821,215.858828,0.007487321,0.004813433,,0.317344158,,,
WtFib,852,-0.001585627,-0.00275817,TA 1,0.324147743,264.0702016,0.006441156,0.004755062,,0.326434362,,,
WtFib,853,0.005148244,-0.006162889,Early Enterocyte,0.292534217,258.0581529,0.00924634,0.006641666,Y,0.305731964,,,
WtFib,854,-0.003554974,0.010343191,revCSC,0.312961821,215.858828,0.006545287,0.004813433,,0.315800222,,,
WtFib,855,-0.004630574,0.005727458,revCSC,0.312961821,215.858828,0.004952745,0.004813433,,0.313190145,,,
WtFib,856,0.006130056,-0.001585876,revCSC,0.312961821,215.858828,0.012315186,0.004813433,,0.325256733,,,
WtFib,857,-0.001690081,-0.006406718,TA 1,0.324147743,264.0702016,0.004839113,0.004755062,,0.32426173,,,
WtFib,858,0.00833053,-0.000124,revCSC,0.312961821,215.858828,0.013518605,0.004813433,Y,0.328739662,,,
WtFib,859,-0.005561736,0.008331107,revCSC,0.312961821,215.858828,0.005457048,0.004813433,,0.314016665,,,
WtFib,860,0.003973699,-0.010058167,TA 1,0.324147743,264.0702016,0.008931431,0.004755062,,0.32981158,,,
WtFib,861,-0.006912655,0.000755,revCSC,0.312961821,215.858828,0.007504991,0.004813433,,0.317373119,,,
WtFib,862,0.02808797,-0.005900702,Early Enterocyte,0.292534217,258.0581529,0.018027383,0.006641666,Y,0.305731964,,,
WtFib,863,0.004122298,-0.009120759,TA 1,0.324147743,264.0702016,0.00869747,0.004755062,,0.329494291,,,
WtFib,864,0.020270959,0.004142006,Goblet / DCS,0.259884765,215.2181999,0.018594412,0.0136771,Y,0.275709571,,,
WtFib,865,0.026116286,0.000366,Late Enterocyte,0.247271505,184.1888013,0.009329251,0.009002585,,0.247606981,,,
WtFib,866,0.011948001,-0.013431991,Early Enterocyte,0.292534217,258.0581529,0.007696213,0.006641666,,0.29358197,,,
WtFib,867,0.021820788,-0.008415249,Late Enterocyte,0.247271505,184.1888013,0.011565024,0.009002585,Y,0.26576224,,,
WtFib,868,-0.002860677,0.007297336,revCSC,0.312961821,215.858828,0.005122672,0.004813433,,0.313468644,,,
WtFib,869,0.006395087,0.020389782,ER Stress,0.285356228,106.1882196,0.009183237,0.005853808,,0.294477227,,,
WtFib,870,0.019750399,-0.010407097,Early Enterocyte,0.292534217,258.0581529,0.010938842,0.006641666,Y,0.305731964,,,
WtFib,871,0.013248938,-0.006212711,Late Enterocyte,0.247271505,184.1888013,0.015595749,0.009002585,,0.254042474,,,
WtFib,872,-0.005014997,0.005060436,revCSC,0.312961821,215.858828,0.005102497,0.004813433,,0.313435579,,,
WtFib,873,0.012978001,-0.014006296,Early Enterocyte,0.292534217,258.0581529,0.008126983,0.006641666,,0.294009965,,,
WtFib,874,-0.00043,-0.006246868,TA 1,0.324147743,264.0702016,0.005192365,0.004755062,,0.324740797,,,
WtFib,875,-0.025898873,0.00232874,proCSC,0.383408272,200.7958537,0.00694011,0.005289637,,0.386054426,,,
WtFib,876,-0.004854644,0.00234666,revCSC,0.312961821,215.858828,0.005832387,0.004813433,,0.314631824,,,
WtFib,877,0.002740721,0.01743761,ER Stress,0.285356228,106.1882196,0.006290344,0.005853808,,0.286552123,,,
WtFib,878,0.034794147,0.001580815,Early Enterocyte,0.292534217,258.0581529,0.027589121,0.006641666,,0.313346709,,,
WtFib,879,0.012404598,-0.013331998,Early Enterocyte,0.292534217,258.0581529,0.00774764,0.006641666,,0.293633066,,,
WtFib,880,-0.000599,0.001451481,revCSC,0.312961821,215.858828,0.006260718,0.004813433,,0.315333831,,,
WtFib,881,0.007959586,0.002300189,TA 2,0.287943009,184.9690535,0.016402408,0.00446672,Y,0.306355745,,,
WtFib,882,-0.005502011,-0.006727601,TA 1,0.324147743,264.0702016,0.005120198,0.004755062,,0.324642927,,,
WtFib,883,0.027148722,0.002566768,Late Enterocyte,0.247271505,184.1888013,0.009419079,0.009002585,,0.247699231,,,
WtFib,884,0.005186088,-0.010254782,TA 1,0.324147743,264.0702016,0.010059342,0.004755062,,0.331341211,,,
WtFib,885,-0.001261176,-0.000316,revCSC,0.312961821,215.858828,0.00692559,0.004813433,,0.316423515,,,
WtFib,886,0.039377391,0.013672042,Late Enterocyte,0.247271505,184.1888013,0.020797962,0.009002585,Y,0.26576224,,,
WtFib,887,-0.002628516,-1.93E-05,revCSC,0.312961821,215.858828,0.006688158,0.004813433,,0.31603438,,,
WtFib,888,0.026111627,-0.007809192,Early Enterocyte,0.292534217,258.0581529,0.015939876,0.006641666,,0.30177252,,,
WtFib,889,0.011338508,-0.008423756,Late Enterocyte,0.247271505,184.1888013,0.018298215,0.009002585,,0.25681782,,,
WtFib,890,-0.004416022,0.008958528,revCSC,0.312961821,215.858828,0.005643051,0.004813433,,0.314321514,,,
WtFib,891,-0.002857938,-0.000331,revCSC,0.312961821,215.858828,0.006899891,0.004813433,,0.316381397,,,
WtFib,892,-0.014361998,-0.004164036,TA 1,0.324147743,264.0702016,0.01165797,0.004755062,,0.333509211,,,
WtFib,893,-0.000366,-0.007610089,TA 1,0.324147743,264.0702016,0.005203549,0.004755062,,0.324755965,,,
WtFib,894,0.001164103,-0.012451726,Goblet / DCS,0.259884765,215.2181999,0.03573788,0.0136771,,0.27264725,,,
WtFib,895,-0.007857457,-0.012558148,CSC,0.34734132,214.0478215,0.006003971,0.005480045,Y,0.363252654,,,
WtFib,896,0.002961989,-0.015602621,CSC,0.34734132,214.0478215,0.010855412,0.005480045,Y,0.363252654,,,
WtFib,897,0.002961989,-0.015602621,CSC,0.34734132,214.0478215,0.010855412,0.005480045,Y,0.363252654,,,
WtFib,898,-0.021298165,-0.003370476,CSC,0.34734132,214.0478215,0.005480045,0.005480045,Y,0.363252654,,,
WtFib,899,-0.00085,0.001784023,revCSC,0.312961821,215.858828,0.00610501,0.004813433,,0.315078636,,,
WtFib,900,0.003806847,0.011122402,ER Stress,0.285356228,106.1882196,0.007071902,0.005853808,,0.288693207,,,
WtFib,901,-0.006126529,0.001524064,revCSC,0.312961821,215.858828,0.00670357,0.004813433,,0.31605964,,,
WtFib,902,-0.003360348,0.006492007,revCSC,0.312961821,215.858828,0.004894579,0.004813433,,0.313094814,,,
WtFib,903,0.002723062,-0.006166937,TA 1,0.324147743,264.0702016,0.006874704,0.004755062,,0.327022324,,,
WtFib,904,-0.001110662,0.00854929,revCSC,0.312961821,215.858828,0.006086485,0.004813433,,0.315048275,,,
WtFib,905,0.02443883,-0.001036894,Late Enterocyte,0.247271505,184.1888013,0.009865906,0.009002585,,0.248158108,,,
WtFib,906,-0.000835,-0.006324033,TA 1,0.324147743,264.0702016,0.005044159,0.004755062,,0.324539806,,,
WtFib,907,0.003367013,0.014362242,ER Stress,0.285356228,106.1882196,0.006240129,0.005853808,,0.286414558,,,
WtFib,908,-0.008396543,-0.006352005,TA 1,0.324147743,264.0702016,0.006254018,0.004755062,,0.326180572,,,
WtFib,909,0.003136042,0.014703242,ER Stress,0.285356228,106.1882196,0.006166768,0.005853808,,0.286213586,,,
WtFib,910,-0.003440157,-0.007409819,TA 1,0.324147743,264.0702016,0.005027221,0.004755062,,0.324516836,,,
WtFib,911,0.006854696,-0.008818576,Early Enterocyte,0.292534217,258.0581529,0.007591279,0.006641666,,0.293477712,,,
WtFib,912,0.003162627,-0.007844481,TA 1,0.324147743,264.0702016,0.007402636,0.004755062,,0.327738286,,,
WtFib,913,0.033722379,0.006163658,Late Enterocyte,0.247271505,184.1888013,0.013441523,0.009002585,,0.251830153,,,
WtFib,914,-0.008193093,-0.009135114,CSC,0.34734132,214.0478215,0.005633473,0.005480045,,0.347564059,,,
WtFib,915,0.033986986,0.006523716,Late Enterocyte,0.247271505,184.1888013,0.013835647,0.009002585,,0.252234905,,,
WtFib,916,0.013500895,-0.008511531,Late Enterocyte,0.247271505,184.1888013,0.016331984,0.009002585,,0.254798563,,,
WtFib,917,0.0106418,-0.007539222,Late Enterocyte,0.247271505,184.1888013,0.01850901,0.009002585,,0.2570343,,,
WtFib,918,-0.002477704,0.008492154,revCSC,0.312961821,215.858828,0.005541652,0.004813433,,0.314155326,,,
WtFib,919,-0.005173679,0.006783405,revCSC,0.312961821,215.858828,0.004928563,0.004813433,,0.313150511,,,
WtFib,920,0.025618559,-0.005720562,Late Enterocyte,0.247271505,184.1888013,0.010723734,0.009002585,,0.24903907,,,
WtFib,921,0.030094226,0.004415799,Late Enterocyte,0.247271505,184.1888013,0.010880893,0.009002585,,0.249200467,,,
WtFib,922,0.030852618,0.003371827,Late Enterocyte,0.247271505,184.1888013,0.010461401,0.009002585,,0.248769663,,,
WtFib,923,4.81E-05,-0.004312984,TA 1,0.324147743,264.0702016,0.00618859,0.004755062,,0.326091841,,,
WtFib,924,0.032997812,0.005020527,Late Enterocyte,0.247271505,184.1888013,0.012510262,0.009002585,,0.250873777,,,
WtFib,925,-0.002613891,0.007381272,revCSC,0.312961821,215.858828,0.005188674,0.004813433,,0.313576817,,,
WtFib,926,-0.003357333,0.009378153,revCSC,0.312961821,215.858828,0.005954014,0.004813433,,0.314831163,,,
WtFib,927,0.006327458,-0.000627,revCSC,0.312961821,215.858828,0.011920948,0.004813433,,0.324610601,,,
WtFib,928,-0.003798695,0.00923694,revCSC,0.312961821,215.858828,0.005817089,0.004813433,,0.314606752,,,
WtFib,929,-0.003441962,0.010805907,revCSC,0.312961821,215.858828,0.006864126,0.004813433,,0.316322781,,,
WtFib,930,0.024176423,0.021008022,Goblet / DCS,0.259884765,215.2181999,0.015979366,0.0136771,Y,0.275709571,,,
WtFib,931,0.021924045,-0.009496001,Early Enterocyte,0.292534217,258.0581529,0.012387496,0.006641666,,0.298243027,,,
WtFib,932,0.024988236,-0.001177971,Late Enterocyte,0.247271505,184.1888013,0.009677746,0.009002585,,0.247964874,,,
WtFib,933,0.001285537,-0.008440263,TA 1,0.324147743,264.0702016,0.006175662,0.004755062,,0.326074309,,,
WtFib,934,-0.005230955,0.000434,TA 1,0.324147743,264.0702016,0.008552602,0.004755062,,0.329297826,,,
WtFib,935,0.039553973,0.012488244,Early Enterocyte,0.292534217,258.0581529,0.006641666,0.006641666,Y,0.305731964,,,
WtFib,936,-0.003399574,0.004614003,revCSC,0.312961821,215.858828,0.005067283,0.004813433,,0.313377865,,,
WtFib,937,0.02078918,0.001677376,Goblet / DCS,0.259884765,215.2181999,0.019208129,0.0136771,,0.263084546,,,
WtFib,938,0.032601091,-0.000845,Late Enterocyte,0.247271505,184.1888013,0.010063013,0.009002585,,0.248360531,,,
WtFib,939,-0.00543717,0.006035239,revCSC,0.312961821,215.858828,0.005055123,0.004813433,,0.313357936,,,
WtFib,940,-0.006833546,0.002804656,revCSC,0.312961821,215.858828,0.006450666,0.004813433,,0.315645144,,,
WtFib,941,-0.000287,-0.007898396,TA 1,0.324147743,264.0702016,0.005298409,0.004755062,,0.32488461,,,
WtFib,942,-0.002709886,0.010680648,revCSC,0.312961821,215.858828,0.006914379,0.004813433,Y,0.328739662,,,
WtFib,943,-0.007008336,-0.003857148,TA 1,0.324147743,264.0702016,0.005895561,0.004755062,,0.325694446,,,
WtFib,944,-0.000786,-0.001962844,revCSC,0.312961821,215.858828,0.00811723,0.004813433,,0.31837654,,,
WtFib,945,0.026658782,-0.000236,Late Enterocyte,0.247271505,184.1888013,0.009194765,0.009002585,,0.247468868,,,
WtFib,946,0.004288749,-0.00338617,revCSC,0.312961821,215.858828,0.011864401,0.004813433,,0.324517924,,,
WtFib,947,0.021580598,-0.009448009,Early Enterocyte,0.292534217,258.0581529,0.012178114,0.006641666,Y,0.305731964,,,
WtFib,948,-0.002636348,-0.011828635,CSC,0.34734132,214.0478215,0.005992613,0.005480045,,0.348085442,,,
WtFib,949,-0.001607808,0.008827675,revCSC,0.312961821,215.858828,0.00590749,0.004813433,,0.314754914,,,
WtFib,950,0.006944512,-0.002612349,revCSC,0.312961821,215.858828,0.013499739,0.004813433,,0.327198142,,,
WtFib,951,-0.019561638,-0.002951061,proCSC,0.383408272,200.7958537,0.010570936,0.005289637,,0.391875622,,,
WtFib,952,0.035583065,0.005538178,Late Enterocyte,0.247271505,184.1888013,0.013998297,0.009002585,,0.252401941,,,
WtFib,953,-6.86E-05,-0.002615317,revCSC,0.312961821,215.858828,0.008770143,0.004813433,,0.319446624,,,
WtFib,954,0.03141357,-0.004855155,Early Enterocyte,0.292534217,258.0581529,0.02100974,0.006641666,,0.306809719,,,
WtFib,955,-0.002009946,-0.000568,revCSC,0.312961821,215.858828,0.007021828,0.004813433,,0.316581245,,,
WtFib,956,-0.000959,0.001735952,revCSC,0.312961821,215.858828,0.0060865,0.004813433,,0.315048299,,,
WtFib,957,0.004948869,-0.013542777,CSC,0.34734132,214.0478215,0.011809189,0.005480045,,0.356529669,,,
WtFib,958,0.00122132,0.013384274,ER Stress,0.285356228,106.1882196,0.00703962,0.005853808,Y,0.317429336,,,
WtFib,959,0.002069749,-0.010063833,TA 1,0.324147743,264.0702016,0.007514965,0.004755062,,0.327890622,,,
WtFib,960,0.002350065,-0.009860279,Early Enterocyte,0.292534217,258.0581529,0.01004048,0.006641666,Y,0.305731964,,,
WtFib,961,-0.002342139,-0.013791446,CSC,0.34734132,214.0478215,0.006478123,0.005480045,,0.348790282,,,
WtFib,962,0.013707219,-0.011773423,Early Enterocyte,0.292534217,258.0581529,0.00743945,0.006641666,,0.293326861,,,
WtFib,963,-0.02719077,0.006405534,proCSC,0.383408272,200.7958537,0.005881571,0.005289637,,0.384357302,,,
WtFib,964,0.031363577,0.004131567,Late Enterocyte,0.247271505,184.1888013,0.011188508,0.009002585,,0.249516378,,,
WtFib,965,-0.019335993,-0.000613,proCSC,0.383408272,200.7958537,0.009149319,0.005289637,,0.389596386,,,
WtFib,966,0.038435378,0.011614007,Early Enterocyte,0.292534217,258.0581529,0.038173551,0.006641666,Y,0.305731964,,,
WtFib,967,0.012804461,0.003019053,ER Stress,0.285356228,106.1882196,0.014878493,0.005853808,Y,0.317429336,,,
WtFib,968,-0.00442122,0.002799759,revCSC,0.312961821,215.858828,0.005529022,0.004813433,,0.314134626,,,
WtFib,969,0.010490061,-0.013824046,Early Enterocyte,0.292534217,258.0581529,0.007977007,0.006641666,,0.293860955,,,
WtFib,970,0.003843615,-0.01382371,CSC,0.34734132,214.0478215,0.010866968,0.005480045,,0.355161798,,,
WtFib,971,-0.025325415,0.011046984,proCSC,0.383408272,200.7958537,0.006342934,0.005289637,Y,0.400369709,,,
WtFib,972,-0.017000239,0.001704651,proCSC,0.383408272,200.7958537,0.009854014,0.005289637,,0.390726202,,,
WtFib,973,-0.001664578,0.008044501,revCSC,0.312961821,215.858828,0.005662558,0.004813433,,0.314353484,,,
WtFib,974,0.010058375,-0.009853644,Late Enterocyte,0.247271505,184.1888013,0.020037812,0.009002585,Y,0.26576224,,,
WtFib,975,0.030302756,-0.005927693,Early Enterocyte,0.292534217,258.0581529,0.019815453,0.006641666,Y,0.305731964,,,
WtFib,976,-0.001151307,-0.001491168,TA 1,0.324147743,264.0702016,0.007581824,0.004755062,,0.327981294,,,
WtFib,977,-0.003220286,-0.006612419,TA 1,0.324147743,264.0702016,0.004858836,0.004755062,,0.324288478,,,
WtFib,978,0.00434753,0.005190657,revCSC,0.312961821,215.858828,0.009006523,0.004813433,Y,0.328739662,,,
WtFib,979,-0.003577239,-0.005245383,TA 1,0.324147743,264.0702016,0.004834203,0.004755062,,0.324255072,,,
WtFib,980,0.00406984,0.001386852,revCSC,0.312961821,215.858828,0.009128617,0.004813433,,0.320034142,,,
WtFib,981,-0.006404036,-0.007713686,TA 1,0.324147743,264.0702016,0.005579108,0.004755062,,0.325265284,,,
WtFib,982,-0.001460945,0.007544439,revCSC,0.312961821,215.858828,0.005657425,0.004813433,,0.314345071,,,
WtFib,983,-0.000953,-0.001496555,TA 1,0.324147743,264.0702016,0.00765852,0.004755062,,0.328085305,,,
WtFib,984,0.023202984,0.012064624,Goblet / DCS,0.259884765,215.2181999,0.016923671,0.0136771,Y,0.275709571,,,
WtFib,985,0.023202984,0.012064624,Goblet / DCS,0.259884765,215.2181999,0.016923671,0.0136771,Y,0.275709571,,,
WtFib,986,-0.012994353,-0.005472117,CSC,0.34734132,214.0478215,0.008582642,0.005480045,,0.351845523,,,
WtFib,987,-0.003673024,0.00719533,revCSC,0.312961821,215.858828,0.004910636,0.004813433,,0.313121131,,,
WtFib,988,-0.007087225,-0.007213043,TA 1,0.324147743,264.0702016,0.005734181,0.004755062,,0.325475589,,,
WtFib,989,-0.008756948,-0.008630402,CSC,0.34734132,214.0478215,0.005757667,0.005480045,,0.347744359,,,
WtFib,990,-0.000593,-0.002865259,TA 1,0.324147743,264.0702016,0.006782755,0.004755062,,0.326897626,,,
WtFib,991,0.020847415,-0.005422168,Late Enterocyte,0.247271505,184.1888013,0.010446772,0.009002585,,0.248754639,,,
WtFib,992,-0.004106561,0.002801514,revCSC,0.312961821,215.858828,0.005466248,0.004813433,,0.314031745,,,
WtFib,993,-0.001956327,0.000918,revCSC,0.312961821,215.858828,0.006174414,0.004813433,,0.315192384,,,
WtFib,994,0.026621851,6.89E-05,Late Enterocyte,0.247271505,184.1888013,0.009206087,0.009002585,,0.247480495,,,
WtFib,995,0.007133889,0.000769,revCSC,0.312961821,215.858828,0.012112219,0.004813433,,0.324924082,,,
WtFib,996,-0.024036977,0.004429633,proCSC,0.383408272,200.7958537,0.006158806,0.005289637,,0.384801784,,,
WtFib,997,-0.008463136,-0.006608695,TA 1,0.324147743,264.0702016,0.006309809,0.004755062,,0.326256234,,,
WtFib,998,0.011156621,-0.01198922,Goblet / DCS,0.259884765,215.2181999,0.027038631,0.0136771,Y,0.275709571,,,
WtFib,999,0.005122805,0.000444,revCSC,0.312961821,215.858828,0.010412109,0.004813433,,0.322137707,,,
WtFib,1000,-0.002647051,0.006798827,revCSC,0.312961821,215.858828,0.005097111,0.004813433,,0.313426751,,,
WtFib,1001,-0.027097562,0.006644942,proCSC,0.383408272,200.7958537,0.005766183,0.005289637,,0.384172303,,,
WtFib,1002,-0.020839806,0.003601929,proCSC,0.383408272,200.7958537,0.007389577,0.005289637,,0.386775042,,,
WtFib,1003,-0.015914371,0.001126231,proCSC,0.383408272,200.7958537,0.010817354,0.005289637,,0.392270696,,,
WtFib,1004,0.000349,0.012449146,TA 2,0.287943009,184.9690535,0.016880804,0.00446672,Y,0.306355745,,,
WtFib,1005,0.016478119,-0.012356007,Goblet / DCS,0.259884765,215.2181999,0.026698279,0.0136771,,0.267417708,,,
WtFib,1006,0.000538,0.000118,revCSC,0.312961821,215.858828,0.007267487,0.004813433,,0.316983864,,,
WtFib,1007,0.024790961,0.03279767,Goblet / DCS,0.259884765,215.2181999,0.020738315,0.0136771,Y,0.275709571,,,
WtFib,1008,0.029394833,0.003884363,Late Enterocyte,0.247271505,184.1888013,0.010172572,0.009002585,,0.248473044,,,
WtFib,1009,0.007707175,0.001271053,revCSC,0.312961821,215.858828,0.012454589,0.004813433,,0.325485205,,,
WtFib,1010,0.025550888,-0.001388055,Late Enterocyte,0.247271505,184.1888013,0.009573803,0.009002585,,0.247858128,,,
WtFib,1011,-0.025473946,0.00666265,proCSC,0.383408272,200.7958537,0.005682688,0.005289637,,0.384038438,,,
WtFib,1012,0.028449633,0.003079782,Late Enterocyte,0.247271505,184.1888013,0.009597536,0.009002585,,0.247882501,,,
WtFib,1013,0.025259176,-0.000667,Late Enterocyte,0.247271505,184.1888013,0.0095249,0.009002585,,0.247807906,,,
WtFib,1014,0.003395735,0.01116748,ER Stress,0.285356228,106.1882196,0.007093713,0.005853808,,0.288752959,,,
WtFib,1015,0.01571702,-0.005679461,Late Enterocyte,0.247271505,184.1888013,0.013233006,0.009002585,,0.251616012,,,
WtFib,1016,0.022624855,-0.009265427,Early Enterocyte,0.292534217,258.0581529,0.012891457,0.006641666,Y,0.305731964,,,
WtFib,1017,0.027162825,0.00238758,Late Enterocyte,0.247271505,184.1888013,0.009415479,0.009002585,,0.247695534,,,
WtFib,1018,0.00299742,-0.003394706,TA 1,0.324147743,264.0702016,0.007993243,0.004755062,Y,0.337045019,,,
WtFib,1019,0.002823301,-0.009593582,TA 1,0.324147743,264.0702016,0.007773705,0.004755062,,0.328241515,,,
WtFib,1020,0.025316647,-0.00220078,Late Enterocyte,0.247271505,184.1888013,0.009808361,0.009002585,,0.248099011,,,
WtFib,1021,-0.007714843,-0.010650228,CSC,0.34734132,214.0478215,0.005524489,0.005480045,,0.347405842,,,
WtFib,1022,0.001899953,-0.009179973,TA 1,0.324147743,264.0702016,0.00691625,0.004755062,,0.327078666,,,
WtFib,1023,-0.025058674,0.007314435,proCSC,0.383408272,200.7958537,0.005658202,0.005289637,,0.383999181,,,
WtFib,1024,0.001297187,0.016814319,ER Stress,0.285356228,106.1882196,0.006642175,0.005853808,,0.287515966,,,
WtFib,1025,-0.002837143,0.003905373,revCSC,0.312961821,215.858828,0.005196266,0.004813433,,0.313589261,,,
WtFib,1026,0.002677044,0.018323963,ER Stress,0.285356228,106.1882196,0.007020342,0.005853808,,0.288551957,,,
WtFib,1027,0.011680405,-0.010123187,Late Enterocyte,0.247271505,184.1888013,0.018693811,0.009002585,Y,0.26576224,,,
WtFib,1028,0.001153502,-0.01283194,CSC,0.34734132,214.0478215,0.00802672,0.005480045,,0.351038461,,,
WtFib,1029,0.003170882,-0.00609955,TA 1,0.324147743,264.0702016,0.007230385,0.004755062,,0.327504685,,,
WtFib,1030,-0.006011216,0.011410398,revCSC,0.312961821,215.858828,0.007791999,0.004813433,,0.317843507,,,
WtFib,1031,0.002940958,-0.015376963,CSC,0.34734132,214.0478215,0.010727556,0.005480045,,0.354959406,,,
WtFib,1032,-0.008992872,0.002081948,revCSC,0.312961821,215.858828,0.008262465,0.004813433,,0.318614573,,,
WtFib,1033,0.008746477,0.013815281,ER Stress,0.285356228,106.1882196,0.008389787,0.005853808,Y,0.317429336,,,
WtFib,1034,0.00099,-0.008600811,TA 1,0.324147743,264.0702016,0.006078614,0.004755062,,0.325942695,,,
WtFib,1035,0.023608402,-0.003290001,Late Enterocyte,0.247271505,184.1888013,0.010103482,0.009002585,,0.248402091,,,
WtFib,1036,0.024655089,0.038026384,Goblet / DCS,0.259884765,215.2181999,0.025792503,0.0136771,Y,0.275709571,,,
WtFib,1037,0.03253081,-0.002532744,Early Enterocyte,0.292534217,258.0581529,0.023065025,0.006641666,,0.308851761,,,
WtFib,1038,0.038660069,0.012024419,Early Enterocyte,0.292534217,258.0581529,0.038634588,0.006641666,Y,0.305731964,,,
WtFib,1039,0.000584,-0.002141037,revCSC,0.312961821,215.858828,0.008627178,0.004813433,,0.319212314,,,
WtFib,1040,-0.005434617,-0.011700137,CSC,0.34734132,214.0478215,0.00565683,0.005480045,,0.347597968,,,
WtFib,1041,0.006780907,-0.011577414,TA 1,0.324147743,264.0702016,0.012018068,0.004755062,,0.333997563,,,
WtFib,1042,0.024068742,-0.001121326,Late Enterocyte,0.247271505,184.1888013,0.009952374,0.009002585,,0.248246908,,,
WtFib,1043,-0.00446776,-0.006840807,TA 1,0.324147743,264.0702016,0.004959488,0.004755062,,0.324424979,,,
WtFib,1044,0.019957104,-0.002725805,Late Enterocyte,0.247271505,184.1888013,0.010313879,0.009002585,,0.248618162,,,
WtFib,1045,0.037046624,0.007783752,Early Enterocyte,0.292534217,258.0581529,0.034096256,0.006641666,,0.319811919,,,
WtFib,1046,0.037193742,0.007706652,Early Enterocyte,0.292534217,258.0581529,0.034078214,0.006641666,Y,0.305731964,,,
WtFib,1047,-0.000707,-0.00718216,TA 1,0.324147743,264.0702016,0.005045694,0.004755062,,0.324541888,,,
WtFib,1048,0.003630119,0.020800983,ER Stress,0.285356228,106.1882196,0.009194389,0.005853808,,0.294507778,,,
WtFib,1049,-0.022587219,0.000233,proCSC,0.383408272,200.7958537,0.007788139,0.005289637,,0.387414047,,,
WtFib,1050,0.006419839,-0.012961917,Early Enterocyte,0.292534217,258.0581529,0.008263249,0.006641666,Y,0.305731964,,,
WtFib,1051,-0.005099942,0.011844423,revCSC,0.312961821,215.858828,0.007966324,0.004813433,,0.318129215,,,
WtFib,1052,0.012661693,-0.006601444,Late Enterocyte,0.247271505,184.1888013,0.016284806,0.009002585,,0.254750114,,,
WtFib,1053,-0.003690313,0.006831523,revCSC,0.312961821,215.858828,0.004890306,0.004813433,,0.313087811,,,
WtFib,1054,-0.005589878,0.007996989,revCSC,0.312961821,215.858828,0.005326497,0.004813433,,0.313802701,,,
WtFib,1055,0.002951803,-0.015086733,CSC,0.34734132,214.0478215,0.010610707,0.005480045,,0.354789769,,,
WtFib,1056,-0.007135182,0.001895526,TA 2,0.287943009,184.9690535,0.006523314,0.00446672,Y,0.306355745,,,
WtFib,1057,0.010905657,0.009678532,ER Stress,0.285356228,106.1882196,0.010713254,0.005853808,Y,0.317429336,,,
WtFib,1058,-0.006085425,-0.005437794,TA 1,0.324147743,264.0702016,0.005265396,0.004755062,,0.324839839,,,
WtFib,1059,-0.000414,-0.005787431,TA 1,0.324147743,264.0702016,0.005332192,0.004755062,,0.324930426,,,
WtFib,1060,0.037398956,0.009887191,Early Enterocyte,0.292534217,258.0581529,0.036199836,0.006641666,Y,0.305731964,,,
WtFib,1061,0.024510549,0.03758715,Goblet / DCS,0.259884765,215.2181999,0.025355473,0.0136771,Y,0.275709571,,,
WtFib,1062,0.004955538,-0.013822583,CSC,0.34734132,214.0478215,0.011927031,0.005480045,,0.356700745,,,
WtFib,1063,0.011518349,-0.010766941,Goblet / DCS,0.259884765,215.2181999,0.025949855,0.0136771,Y,0.275709571,,,
WtFib,1064,0.025981511,0.003420036,Late Enterocyte,0.247271505,184.1888013,0.01006028,0.009002585,Y,0.26576224,,,
WtFib,1065,-0.012248134,0.004343949,revCSC,0.312961821,215.858828,0.010135832,0.004813433,Y,0.328739662,,,
WtFib,1066,0.006868083,-0.012570606,Early Enterocyte,0.292534217,258.0581529,0.007997179,0.006641666,,0.293880997,,,
WtFib,1067,0.008404461,-0.009128847,Late Enterocyte,0.247271505,184.1888013,0.02127569,0.009002585,Y,0.26576224,,,
WtFib,1068,-0.028122883,0.00308407,proCSC,0.383408272,200.7958537,0.007496645,0.005289637,Y,0.400369709,,,
WtFib,1069,-0.001655165,0.003264105,revCSC,0.312961821,215.858828,0.005514338,0.004813433,,0.314110561,,,
WtFib,1070,-0.002739238,0.005594905,revCSC,0.312961821,215.858828,0.00508286,0.004813433,,0.313403395,,,
WtFib,1071,0.024080688,-0.003980372,Late Enterocyte,0.247271505,184.1888013,0.010199374,0.009002585,,0.248500569,,,
