AUC,avg_diff,power,avg_logFC,pct.1,pct.2,cluster,gene
0.318,-0.502776732,0.364,-0.502776732,0.83,0.773,Plasma Cells,RBM39
0.318,-0.583506123,0.364,-0.583506123,0.925,0.895,Plasma Cells,DNAJB1
0.318,-0.677536698,0.364,-0.677536698,0.069,0.409,Plasma Cells,ACVRL1
0.318,-0.679124618,0.364,-0.679124618,0.055,0.4,Plasma Cells,GBP2
0.318,-0.726230062,0.364,-0.726230062,0.283,0.51,Plasma Cells,RAB5C
0.318,-0.755753829,0.364,-0.755753829,0.226,0.493,Plasma Cells,WARS
0.319,-0.695404397,0.362,-0.695404397,0.053,0.398,Plasma Cells,LHFP
0.319,-1.553558794,0.362,-1.553558794,0.178,0.465,Plasma Cells,FRZB
0.32,-0.44892553,0.36,-0.44892553,0.903,0.83,Plasma Cells,RPL17
0.32,-0.660336103,0.36,-0.660336103,0.543,0.625,Plasma Cells,VAMP2
0.32,-0.674910924,0.36,-0.674910924,0.382,0.557,Plasma Cells,SYF2
0.32,-0.678295192,0.36,-0.678295192,0.061,0.403,Plasma Cells,LPP
0.32,-0.732434855,0.36,-0.732434855,0.158,0.454,Plasma Cells,CBR1
0.679,0.333418753,0.358,0.333418753,0.36,0.001,Plasma Cells,C16orf54
0.679,0.259646005,0.358,0.259646005,0.362,0.003,Plasma Cells,ENAM
0.321,-0.269512443,0.358,-0.269512443,0.978,0.991,Plasma Cells,MT-ND3
0.321,-0.655593873,0.358,-0.655593873,0.509,0.607,Plasma Cells,MRPL33
0.321,-0.680773928,0.358,-0.680773928,0.376,0.555,Plasma Cells,SRSF11
0.321,-0.987131905,0.358,-0.987131905,0.101,0.427,Plasma Cells,EDNRB
0.322,-0.61689816,0.356,-0.61689816,0.042,0.389,Plasma Cells,GLT8D2
0.322,-0.713236019,0.356,-0.713236019,0.325,0.532,Plasma Cells,DUT
0.322,-0.731443102,0.356,-0.731443102,0.39,0.56,Plasma Cells,SET
0.323,-0.539501571,0.354,-0.539501571,0.838,0.789,Plasma Cells,CCNL1
0.323,-0.623406321,0.354,-0.623406321,0.588,0.631,Plasma Cells,ARPC3
0.323,-0.686942258,0.354,-0.686942258,0.424,0.575,Plasma Cells,RSRC2
0.323,-0.706110467,0.354,-0.706110467,0.388,0.549,Plasma Cells,AP2S1
0.324,-0.609633205,0.352,-0.609633205,0.663,0.66,Plasma Cells,EIF3F
0.324,-0.622631461,0.352,-0.622631461,0.065,0.398,Plasma Cells,TUBB6
0.324,-0.642107816,0.352,-0.642107816,0.141,0.44,Plasma Cells,SLC39A1
0.324,-0.669442748,0.352,-0.669442748,0.424,0.567,Plasma Cells,SRI
0.324,-0.723343398,0.352,-0.723343398,0.267,0.5,Plasma Cells,RCN1
0.675,0.554095527,0.35,0.554095527,0.388,0.033,Plasma Cells,RP1-313I6.12
0.325,-0.64603495,0.35,-0.64603495,0.044,0.383,Plasma Cells,CYBRD1
0.325,-0.68375376,0.35,-0.68375376,0.319,0.522,Plasma Cells,GSTO1
0.325,-0.716080931,0.35,-0.716080931,0.655,0.662,Plasma Cells,TYMP
0.325,-0.808957605,0.35,-0.808957605,0.091,0.412,Plasma Cells,TNFSF10
0.326,-0.500800224,0.348,-0.500800224,0.933,0.903,Plasma Cells,RPS26
0.326,-0.615722953,0.348,-0.615722953,0.527,0.61,Plasma Cells,ATP5H
0.326,-0.63900708,0.348,-0.63900708,0.065,0.395,Plasma Cells,COL5A2
0.326,-0.676593618,0.348,-0.676593618,0.069,0.395,Plasma Cells,PTGER2
0.327,-0.31109963,0.346,-0.31109963,0.941,0.913,Plasma Cells,MT-ND5
0.327,-0.677762225,0.346,-0.677762225,0.42,0.56,Plasma Cells,VPS28
0.327,-0.701295225,0.346,-0.701295225,0.061,0.388,Plasma Cells,RP11-14N7.2
0.327,-0.753559685,0.346,-0.753559685,0.162,0.446,Plasma Cells,FLNA
0.327,-0.809548146,0.346,-0.809548146,0.172,0.446,Plasma Cells,CSRP1
0.327,-0.90133034,0.346,-0.90133034,0.099,0.414,Plasma Cells,ACKR3
0.328,-0.535645486,0.344,-0.535645486,0.766,0.694,Plasma Cells,NDUFB4
0.328,-0.63781306,0.344,-0.63781306,0.321,0.517,Plasma Cells,SDHD
0.328,-0.655912373,0.344,-0.655912373,0.255,0.494,Plasma Cells,PRKAR1A
0.328,-0.678796943,0.344,-0.678796943,0.055,0.389,Plasma Cells,SNAI2
0.328,-0.680556166,0.344,-0.680556166,0.154,0.437,Plasma Cells,FAM127A
0.328,-0.962392723,0.344,-0.962392723,0.051,0.379,Plasma Cells,VCAM1
0.328,-1.637480283,0.344,-1.637480283,0.174,0.452,Plasma Cells,IGFBP3
0.329,-0.550323397,0.342,-0.550323397,0.681,0.671,Plasma Cells,NBEAL1
0.329,-0.609749673,0.342,-0.609749673,0.063,0.386,Plasma Cells,NDN
0.329,-0.625900068,0.342,-0.625900068,0.125,0.424,Plasma Cells,PNRC2
0.329,-0.626579285,0.342,-0.626579285,0.081,0.398,Plasma Cells,PDLIM2
0.329,-0.628454907,0.342,-0.628454907,0.473,0.594,Plasma Cells,KMT2E
0.329,-0.689116185,0.342,-0.689116185,0.345,0.527,Plasma Cells,CSNK1A1
0.329,-0.767953808,0.342,-0.767953808,0.541,0.592,Plasma Cells,PPA1
0.33,-0.617591437,0.34,-0.617591437,0.644,0.647,Plasma Cells,SBDS
0.33,-0.714568697,0.34,-0.714568697,0.392,0.542,Plasma Cells,ANXA6
0.33,-0.741042476,0.34,-0.741042476,0.048,0.373,Plasma Cells,FBLN5
0.331,-0.568920038,0.338,-0.568920038,0.685,0.668,Plasma Cells,ATP5J2
0.332,-0.597769174,0.336,-0.597769174,0.061,0.384,Plasma Cells,PITX1
0.332,-0.639731599,0.336,-0.639731599,0.105,0.404,Plasma Cells,ZFYVE21
0.332,-0.65339603,0.336,-0.65339603,0.255,0.483,Plasma Cells,C7orf73
0.332,-0.654983244,0.336,-0.654983244,0.055,0.373,Plasma Cells,PBX1
0.332,-0.685172819,0.336,-0.685172819,0.16,0.434,Plasma Cells,ALDH2
0.332,-0.686076845,0.336,-0.686076845,0.079,0.392,Plasma Cells,HAAO
0.333,-0.623143072,0.334,-0.623143072,0.164,0.436,Plasma Cells,POLR2G
0.333,-0.635362171,0.334,-0.635362171,0.378,0.536,Plasma Cells,PCNP
0.333,-0.660730837,0.334,-0.660730837,0.206,0.455,Plasma Cells,OAZ2
0.333,-0.664280741,0.334,-0.664280741,0.152,0.437,Plasma Cells,KLF9
0.666,0.562774644,0.332,0.562774644,0.335,0.003,Plasma Cells,KIAA0125
0.666,0.404222772,0.332,0.404222772,0.725,0.33,Plasma Cells,YPEL5
0.666,0.324515214,0.332,0.324515214,0.36,0.024,Plasma Cells,ZNF296
0.666,0.250803294,0.332,0.250803294,0.333,0.002,Plasma Cells,ITGB7
0.334,-0.590319043,0.332,-0.590319043,0.042,0.364,Plasma Cells,FARP1
0.334,-0.635960697,0.332,-0.635960697,0.463,0.579,Plasma Cells,HNRNPU
0.334,-0.640230655,0.332,-0.640230655,0.149,0.426,Plasma Cells,ARL3
0.334,-0.67162714,0.332,-0.67162714,0.117,0.412,Plasma Cells,EPB41L2
0.665,0.311956455,0.33,0.311956455,0.855,0.485,Plasma Cells,LMAN2
0.335,-0.553907205,0.33,-0.553907205,0.685,0.654,Plasma Cells,MYEOV2
0.335,-0.610594595,0.33,-0.610594595,0.073,0.38,Plasma Cells,LAMB1
0.335,-0.663838788,0.33,-0.663838788,0.394,0.559,Plasma Cells,FAM133B
0.335,-0.751154769,0.33,-0.751154769,0.042,0.359,Plasma Cells,MYLK
0.335,-0.783684601,0.33,-0.783684601,0.083,0.384,Plasma Cells,COL18A1
0.335,-0.789842773,0.33,-0.789842773,0.123,0.415,Plasma Cells,MAFB
0.335,-1.3449167,0.33,-1.3449167,0.184,0.439,Plasma Cells,CAV1
0.664,0.334372459,0.328,0.334372459,0.335,0.007,Plasma Cells,TAGAP
0.664,0.252576339,0.328,0.252576339,0.347,0.016,Plasma Cells,PTPN6
0.336,-0.58231766,0.328,-0.58231766,0.651,0.64,Plasma Cells,SNRPG
0.336,-0.632851758,0.328,-0.632851758,0.067,0.373,Plasma Cells,FBLIM1
0.336,-0.666927303,0.328,-0.666927303,0.263,0.478,Plasma Cells,ARPC5
0.336,-0.671658393,0.328,-0.671658393,0.485,0.583,Plasma Cells,IFI27L2
0.336,-1.948874866,0.328,-1.948874866,0.277,0.486,Plasma Cells,POSTN
0.663,0.29125495,0.326,0.29125495,0.875,0.504,Plasma Cells,VIMP
0.337,-0.265653723,0.326,-0.265653723,0.984,0.987,Plasma Cells,RPS4X
0.337,-0.506290136,0.326,-0.506290136,0.804,0.723,Plasma Cells,GUK1
0.337,-0.641441806,0.326,-0.641441806,0.061,0.367,Plasma Cells,SMPDL3A
0.337,-0.666852805,0.326,-0.666852805,0.168,0.43,Plasma Cells,RBMS1
0.662,5.130183456,0.324,5.130183456,0.851,0.552,Plasma Cells,IGLC3
0.338,-0.382548549,0.324,-0.382548549,0.881,0.846,Plasma Cells,BTG1
0.338,-0.619953681,0.324,-0.619953681,0.242,0.47,Plasma Cells,DEGS1
0.338,-0.680371362,0.324,-0.680371362,0.228,0.46,Plasma Cells,H2AFJ
0.338,-0.756228287,0.324,-0.756228287,0.113,0.399,Plasma Cells,CRIP2
0.339,-0.475939162,0.322,-0.475939162,0.768,0.714,Plasma Cells,ISCU
0.339,-0.613083475,0.322,-0.613083475,0.459,0.562,Plasma Cells,HNRNPM
0.339,-0.64239822,0.322,-0.64239822,0.305,0.491,Plasma Cells,ANXA11
0.339,-0.69525584,0.322,-0.69525584,0.087,0.379,Plasma Cells,ADD3
0.339,-1.310657432,0.322,-1.310657432,0.366,0.527,Plasma Cells,MT2A
0.66,0.313077905,0.32,0.313077905,0.337,0.015,Plasma Cells,RAB11FIP1
0.34,-0.582123305,0.32,-0.582123305,0.059,0.366,Plasma Cells,IL1R1
0.34,-0.605083434,0.32,-0.605083434,0.467,0.566,Plasma Cells,RAB2A
0.34,-0.622081336,0.32,-0.622081336,0.048,0.352,Plasma Cells,C2
0.34,-0.64436369,0.32,-0.64436369,0.311,0.494,Plasma Cells,REXO2
0.34,-0.665583499,0.32,-0.665583499,0.048,0.355,Plasma Cells,COL4A1
0.341,-0.597695189,0.318,-0.597695189,0.4,0.535,Plasma Cells,SNRPF
0.341,-0.614476407,0.318,-0.614476407,0.051,0.355,Plasma Cells,DPYSL2
0.341,-0.681413239,0.318,-0.681413239,0.404,0.526,Plasma Cells,PLD3
0.341,-0.723650523,0.318,-0.723650523,0.255,0.465,Plasma Cells,RDX
0.341,-0.735939982,0.318,-0.735939982,0.374,0.527,Plasma Cells,ARID5B
0.341,-0.797791295,0.318,-0.797791295,0.289,0.486,Plasma Cells,MDK
0.341,-0.966268999,0.318,-0.966268999,0.323,0.502,Plasma Cells,RPS4Y1
0.342,-0.587761706,0.316,-0.587761706,0.034,0.34,Plasma Cells,PROS1
0.342,-0.589253711,0.316,-0.589253711,0.044,0.347,Plasma Cells,ST5
0.342,-0.590214543,0.316,-0.590214543,0.125,0.398,Plasma Cells,FAM195B
0.342,-0.620942562,0.316,-0.620942562,0.21,0.446,Plasma Cells,KIF5B
0.342,-0.621168858,0.316,-0.621168858,0.147,0.422,Plasma Cells,IL32
0.342,-0.62333746,0.316,-0.62333746,0.414,0.536,Plasma Cells,PGK1
0.342,-0.653108773,0.316,-0.653108773,0.087,0.373,Plasma Cells,CD302
0.342,-0.656343157,0.316,-0.656343157,0.301,0.488,Plasma Cells,CAPZA2
0.343,-0.529444963,0.314,-0.529444963,0.667,0.651,Plasma Cells,COX7B
0.343,-0.602631632,0.314,-0.602631632,0.139,0.409,Plasma Cells,NR3C1
0.343,-0.605738096,0.314,-0.605738096,0.166,0.428,Plasma Cells,YWHAH
0.343,-0.67638868,0.314,-0.67638868,0.386,0.526,Plasma Cells,KTN1
0.343,-0.684859071,0.314,-0.684859071,0.156,0.414,Plasma Cells,SPTBN1
0.343,-0.945210153,0.314,-0.945210153,0.131,0.406,Plasma Cells,THBS1
0.344,-0.502429322,0.312,-0.502429322,0.739,0.68,Plasma Cells,ARL6IP4
0.344,-0.561418488,0.312,-0.561418488,0.057,0.36,Plasma Cells,CDH11
0.344,-0.564226618,0.312,-0.564226618,0.64,0.625,Plasma Cells,WDR83OS
0.344,-0.570804251,0.312,-0.570804251,0.636,0.618,Plasma Cells,PSMB3
0.345,-0.396606877,0.31,-0.396606877,0.875,0.77,Plasma Cells,TRMT112
0.345,-0.495646348,0.31,-0.495646348,0.717,0.721,Plasma Cells,SRSF7
0.345,-0.537740971,0.31,-0.537740971,0.667,0.652,Plasma Cells,ROMO1
0.345,-0.591754232,0.31,-0.591754232,0.6,0.609,Plasma Cells,UQCR10
0.345,-0.601007335,0.31,-0.601007335,0.182,0.427,Plasma Cells,RBPJ
0.345,-0.622225027,0.31,-0.622225027,0.048,0.343,Plasma Cells,RCAN2
0.345,-0.622307619,0.31,-0.622307619,0.307,0.484,Plasma Cells,CHMP5
0.345,-0.644363358,0.31,-0.644363358,0.36,0.518,Plasma Cells,BCLAF1
0.345,-0.665837625,0.31,-0.665837625,0.234,0.449,Plasma Cells,ARL6IP1
0.345,-0.780740662,0.31,-0.780740662,0.097,0.378,Plasma Cells,ADAMTS1
0.345,-0.905945521,0.31,-0.905945521,0.067,0.355,Plasma Cells,PRSS23
0.346,-0.5771752,0.308,-0.5771752,0.129,0.403,Plasma Cells,LAMC1
0.346,-0.588661234,0.308,-0.588661234,0.58,0.599,Plasma Cells,EIF3G
0.346,-0.591772652,0.308,-0.591772652,0.077,0.362,Plasma Cells,FERMT2
0.346,-0.630855641,0.308,-0.630855641,0.497,0.567,Plasma Cells,TCEB1
0.346,-0.780509464,0.308,-0.780509464,0.188,0.428,Plasma Cells,TNFAIP2
0.653,0.323732355,0.306,0.323732355,0.891,0.595,Plasma Cells,KRTCAP2
0.347,-0.456731812,0.306,-0.456731812,0.818,0.721,Plasma Cells,C14orf2
0.347,-0.543092156,0.306,-0.543092156,0.051,0.344,Plasma Cells,FXYD6
0.347,-0.589333107,0.306,-0.589333107,0.465,0.548,Plasma Cells,COPS6
0.347,-0.633295201,0.306,-0.633295201,0.061,0.349,Plasma Cells,S100A16
0.347,-0.64685367,0.306,-0.64685367,0.067,0.352,Plasma Cells,LOXL1
0.348,-0.466303488,0.304,-0.466303488,0.747,0.699,Plasma Cells,NDUFC2
0.348,-0.557935391,0.304,-0.557935391,0.594,0.6,Plasma Cells,FIS1
0.348,-0.578318872,0.304,-0.578318872,0.107,0.38,Plasma Cells,CMTM6
0.348,-0.60094778,0.304,-0.60094778,0.511,0.57,Plasma Cells,EIF1AX
0.348,-0.604212558,0.304,-0.604212558,0.352,0.508,Plasma Cells,TMEM165
0.348,-0.608624606,0.304,-0.608624606,0.2,0.425,Plasma Cells,CRTAP
0.348,-0.621049262,0.304,-0.621049262,0.519,0.571,Plasma Cells,NDUFC1
0.651,0.305136816,0.302,0.305136816,0.562,0.214,Plasma Cells,CMB9-22P13.1
0.349,-0.581749009,0.302,-0.581749009,0.055,0.342,Plasma Cells,KANK2
0.349,-0.596914985,0.302,-0.596914985,0.428,0.533,Plasma Cells,PSMB5
0.349,-0.619681351,0.302,-0.619681351,0.279,0.466,Plasma Cells,XRCC5
0.349,-0.62461073,0.302,-0.62461073,0.339,0.491,Plasma Cells,DNAJC8
0.349,-0.64669647,0.302,-0.64669647,0.325,0.486,Plasma Cells,CALU
0.349,-0.681992504,0.302,-0.681992504,0.17,0.416,Plasma Cells,CTNNB1
0.65,0.275254521,0.3,0.275254521,0.307,0.006,Plasma Cells,STK17B
0.35,-0.58795319,0.3,-0.58795319,0.626,0.613,Plasma Cells,EIF3L
0.35,-0.5992693,0.3,-0.5992693,0.366,0.502,Plasma Cells,PSMC5
0.35,-0.602351032,0.3,-0.602351032,0.067,0.348,Plasma Cells,SGCB
0.35,-0.697332435,0.3,-0.697332435,0.162,0.412,Plasma Cells,PDLIM3
0.35,-0.787168206,0.3,-0.787168206,0.067,0.346,Plasma Cells,NDRG2
0.649,0.900726403,0.298,0.900726403,0.305,0.006,Plasma Cells,IGLC7
0.649,0.346724227,0.298,0.346724227,0.307,0.009,Plasma Cells,MIR155HG
0.351,-0.394416842,0.298,-0.394416842,0.848,0.762,Plasma Cells,UQCRQ
0.351,-0.540914847,0.298,-0.540914847,0.099,0.37,Plasma Cells,ANXA4
0.351,-0.600483085,0.298,-0.600483085,0.248,0.45,Plasma Cells,DDAH2
0.351,-0.602701347,0.298,-0.602701347,0.509,0.563,Plasma Cells,RBM3
0.351,-2.047460524,0.298,-2.047460524,0.303,0.473,Plasma Cells,CCL8
0.352,-0.56184831,0.296,-0.56184831,0.063,0.341,Plasma Cells,PVRL2
0.352,-0.580438953,0.296,-0.580438953,0.483,0.548,Plasma Cells,CHMP2A
0.352,-0.593828251,0.296,-0.593828251,0.075,0.354,Plasma Cells,PTGER4
0.352,-0.716678678,0.296,-0.716678678,0.158,0.399,Plasma Cells,DST
0.352,-1.340514621,0.296,-1.340514621,0.238,0.449,Plasma Cells,F3
0.353,-0.557665904,0.294,-0.557665904,0.083,0.354,Plasma Cells,TMOD3
0.353,-0.594563423,0.294,-0.594563423,0.04,0.322,Plasma Cells,PDLIM4
0.353,-0.598671605,0.294,-0.598671605,0.335,0.489,Plasma Cells,ZNF428
0.353,-0.613404301,0.294,-0.613404301,0.362,0.5,Plasma Cells,GDI2
0.353,-0.644151792,0.294,-0.644151792,0.042,0.323,Plasma Cells,ITIH5
0.353,-1.675787482,0.294,-1.675787482,0.216,0.429,Plasma Cells,ACTA2
0.646,0.674599901,0.292,0.674599901,0.327,0.031,Plasma Cells,IGLV3-1
0.354,-0.536433166,0.292,-0.536433166,0.612,0.595,Plasma Cells,PSMA2
0.354,-0.541435536,0.292,-0.541435536,0.024,0.311,Plasma Cells,HNMT
0.354,-0.558741746,0.292,-0.558741746,0.121,0.373,Plasma Cells,GLUD1
0.354,-0.568342215,0.292,-0.568342215,0.341,0.494,Plasma Cells,XRCC6
0.354,-0.575392709,0.292,-0.575392709,0.081,0.35,Plasma Cells,LIMA1
0.354,-0.612493466,0.292,-0.612493466,0.362,0.496,Plasma Cells,PA2G4
0.354,-0.741736698,0.292,-0.741736698,0.436,0.541,Plasma Cells,NAMPT
0.355,-0.357706405,0.29,-0.357706405,0.915,0.847,Plasma Cells,GSTP1
0.355,-0.542327183,0.29,-0.542327183,0.032,0.317,Plasma Cells,PLEKHA5
0.355,-0.545702232,0.29,-0.545702232,0.107,0.364,Plasma Cells,BDH2
0.355,-0.600579564,0.29,-0.600579564,0.156,0.394,Plasma Cells,HCFC1R1
0.355,-0.609016136,0.29,-0.609016136,0.236,0.446,Plasma Cells,TLE4
0.355,-0.752603189,0.29,-0.752603189,0.051,0.33,Plasma Cells,SLITRK6
0.356,-0.473386774,0.288,-0.473386774,0.729,0.668,Plasma Cells,ARPC2
0.356,-0.536730109,0.288,-0.536730109,0.149,0.387,Plasma Cells,HADHB
0.356,-0.539140067,0.288,-0.539140067,0.077,0.343,Plasma Cells,NUDT3
0.356,-0.569052382,0.288,-0.569052382,0.127,0.376,Plasma Cells,ITGB1BP1
0.356,-0.623030372,0.288,-0.623030372,0.493,0.551,Plasma Cells,PPP1CC
0.356,-0.663523364,0.288,-0.663523364,0.042,0.322,Plasma Cells,HAS2
0.356,-0.703110625,0.288,-0.703110625,0.37,0.512,Plasma Cells,NFKBIZ
0.356,-0.881341879,0.288,-0.881341879,0.204,0.421,Plasma Cells,PLK2
0.357,-0.457793454,0.286,-0.457793454,0.752,0.675,Plasma Cells,ARF1
0.357,-0.497453098,0.286,-0.497453098,0.046,0.322,Plasma Cells,PARVA
0.357,-0.53241229,0.286,-0.53241229,0.026,0.307,Plasma Cells,PHACTR2
0.357,-0.537968409,0.286,-0.537968409,0.113,0.363,Plasma Cells,HEBP1
0.357,-0.541570339,0.286,-0.541570339,0.57,0.586,Plasma Cells,SERBP1
0.357,-0.568631847,0.286,-0.568631847,0.594,0.589,Plasma Cells,SLIRP
0.357,-0.582222639,0.286,-0.582222639,0.398,0.52,Plasma Cells,ARGLU1
0.357,-0.610398241,0.286,-0.610398241,0.206,0.421,Plasma Cells,CARHSP1
0.357,-0.625929256,0.286,-0.625929256,0.339,0.479,Plasma Cells,HNRNPH3
0.357,-0.681059671,0.286,-0.681059671,0.089,0.35,Plasma Cells,IRF8
0.357,-0.747101641,0.286,-0.747101641,0.299,0.464,Plasma Cells,CLEC2B
0.358,-0.536546132,0.284,-0.536546132,0.176,0.404,Plasma Cells,H2AFY
0.358,-0.55236455,0.284,-0.55236455,0.483,0.542,Plasma Cells,C14orf166
0.358,-0.558059945,0.284,-0.558059945,0.075,0.34,Plasma Cells,EMID1
0.358,-0.565985075,0.284,-0.565985075,0.283,0.461,Plasma Cells,IMPDH2
0.358,-0.568477203,0.284,-0.568477203,0.162,0.391,Plasma Cells,BNIP3L
0.358,-0.6026477,0.284,-0.6026477,0.412,0.509,Plasma Cells,PYURF
0.358,-0.60619966,0.284,-0.60619966,0.436,0.526,Plasma Cells,SNRPB2
0.358,-0.614732743,0.284,-0.614732743,0.309,0.467,Plasma Cells,SCP2
0.358,-0.626428197,0.284,-0.626428197,0.291,0.463,Plasma Cells,TMEM123
0.358,-0.647238961,0.284,-0.647238961,0.396,0.501,Plasma Cells,POLR2F
0.359,-0.545571268,0.282,-0.545571268,0.156,0.383,Plasma Cells,CCT5
0.359,-0.550058831,0.282,-0.550058831,0.063,0.328,Plasma Cells,VCL
0.359,-0.551353404,0.282,-0.551353404,0.608,0.59,Plasma Cells,NDUFB8
0.359,-0.581191271,0.282,-0.581191271,0.04,0.311,Plasma Cells,DAB2
0.359,-0.608028952,0.282,-0.608028952,0.366,0.507,Plasma Cells,VMP1
0.359,-0.715948181,0.282,-0.715948181,0.162,0.394,Plasma Cells,ANGPTL4
0.36,-0.391593647,0.28,-0.391593647,0.943,0.91,Plasma Cells,PPP1R15A
0.36,-0.516441329,0.28,-0.516441329,0.495,0.56,Plasma Cells,N4BP2L2
0.36,-0.540531457,0.28,-0.540531457,0.719,0.659,Plasma Cells,H2AFZ
0.36,-0.55676874,0.28,-0.55676874,0.194,0.404,Plasma Cells,HNRNPH2
0.36,-0.558230783,0.28,-0.558230783,0.083,0.342,Plasma Cells,C5orf66-AS1
0.36,-0.558856977,0.28,-0.558856977,0.404,0.51,Plasma Cells,PFDN2
0.36,-0.562105001,0.28,-0.562105001,0.202,0.409,Plasma Cells,EI24
0.36,-0.566644021,0.28,-0.566644021,0.026,0.301,Plasma Cells,AXL
0.36,-0.625963754,0.28,-0.625963754,0.057,0.32,Plasma Cells,COL15A1
0.36,-0.658076546,0.28,-0.658076546,0.061,0.327,Plasma Cells,PDGFD
0.36,-0.967997491,0.28,-0.967997491,0.412,0.512,Plasma Cells,ICAM1
0.639,0.257599619,0.278,0.257599619,0.311,0.029,Plasma Cells,RAB30
0.361,-0.537093768,0.278,-0.537093768,0.178,0.403,Plasma Cells,GTF2H5
0.361,-0.558923945,0.278,-0.558923945,0.271,0.447,Plasma Cells,RTF1
0.361,-0.660599052,0.278,-0.660599052,0.103,0.351,Plasma Cells,DLL1
0.362,-0.524780005,0.276,-0.524780005,0.705,0.634,Plasma Cells,PHPT1
0.362,-0.54063068,0.276,-0.54063068,0.473,0.533,Plasma Cells,RANBP1
0.362,-0.566334981,0.276,-0.566334981,0.444,0.52,Plasma Cells,NME3
0.362,-0.588310015,0.276,-0.588310015,0.242,0.429,Plasma Cells,ARL2
0.637,3.251868087,0.274,3.251868087,0.4,0.119,Plasma Cells,IGHM
0.637,1.51043408,0.274,1.51043408,0.301,0.03,Plasma Cells,CCL3
0.637,0.257087774,0.274,0.257087774,0.945,0.789,Plasma Cells,TMEM258
0.363,-0.285256082,0.274,-0.285256082,0.978,0.981,Plasma Cells,UBC
0.363,-0.494738553,0.274,-0.494738553,0.057,0.318,Plasma Cells,GRK5
0.363,-0.581653831,0.274,-0.581653831,0.164,0.384,Plasma Cells,OAT
0.363,-0.586790653,0.274,-0.586790653,0.574,0.596,Plasma Cells,SNHG9
0.363,-0.593893999,0.274,-0.593893999,0.331,0.466,Plasma Cells,TXNL1
0.363,-0.623486273,0.274,-0.623486273,0.376,0.484,Plasma Cells,NDUFA12
0.364,-0.473277794,0.272,-0.473277794,0.444,0.538,Plasma Cells,DRAP1
0.364,-0.504329254,0.272,-0.504329254,0.063,0.322,Plasma Cells,OAF
0.364,-0.513785853,0.272,-0.513785853,0.129,0.362,Plasma Cells,CASP1
0.364,-0.607632311,0.272,-0.607632311,0.337,0.469,Plasma Cells,TALDO1
0.364,-1.190996909,0.272,-1.190996909,0.315,0.462,Plasma Cells,DMKN
0.365,-0.285213359,0.27,-0.285213359,0.919,0.859,Plasma Cells,ATP5L
0.365,-0.486617065,0.27,-0.486617065,0.036,0.299,Plasma Cells,CNRIP1
0.365,-0.517005473,0.27,-0.517005473,0.606,0.592,Plasma Cells,RSL24D1
0.365,-0.522706423,0.27,-0.522706423,0.21,0.405,Plasma Cells,PSMG2
0.365,-0.524435161,0.27,-0.524435161,0.04,0.301,Plasma Cells,PCDH18
0.365,-0.537634169,0.27,-0.537634169,0.034,0.297,Plasma Cells,HTRA1
0.365,-0.538845046,0.27,-0.538845046,0.396,0.496,Plasma Cells,NUDC
0.365,-0.559264723,0.27,-0.559264723,0.145,0.37,Plasma Cells,MFSD10
0.365,-0.569390485,0.27,-0.569390485,0.333,0.465,Plasma Cells,CLTB
0.365,-0.58585391,0.27,-0.58585391,0.295,0.448,Plasma Cells,NDUFS4
0.365,-0.601991456,0.27,-0.601991456,0.372,0.49,Plasma Cells,CAP1
0.365,-0.684843834,0.27,-0.684843834,0.115,0.352,Plasma Cells,TGFBR2
0.365,-1.792949578,0.27,-1.792949578,0.172,0.383,Plasma Cells,CRYAB
0.366,-0.519979801,0.268,-0.519979801,0.552,0.559,Plasma Cells,COX7A2L
0.366,-0.52294477,0.268,-0.52294477,0.17,0.382,Plasma Cells,FLYWCH2
0.366,-0.531984788,0.268,-0.531984788,0.18,0.387,Plasma Cells,ACTR10
0.366,-0.532342236,0.268,-0.532342236,0.289,0.448,Plasma Cells,TIMM8B
0.366,-0.539073386,0.268,-0.539073386,0.063,0.317,Plasma Cells,PDLIM7
0.367,-0.525384379,0.266,-0.525384379,0.6,0.582,Plasma Cells,ENY2
0.367,-0.56119026,0.266,-0.56119026,0.297,0.451,Plasma Cells,FAAP20
0.367,-0.572324739,0.266,-0.572324739,0.487,0.527,Plasma Cells,PSMA1
0.367,-0.579695256,0.266,-0.579695256,0.525,0.549,Plasma Cells,TSPO
0.367,-0.585583233,0.266,-0.585583233,0.265,0.429,Plasma Cells,CNIH1
0.367,-0.597211128,0.266,-0.597211128,0.216,0.404,Plasma Cells,CFDP1
0.367,-0.641449352,0.266,-0.641449352,0.384,0.493,Plasma Cells,MIDN
0.368,-0.511540895,0.264,-0.511540895,0.044,0.297,Plasma Cells,NID1
0.368,-0.519392643,0.264,-0.519392643,0.152,0.368,Plasma Cells,CAT
0.368,-0.526712007,0.264,-0.526712007,0.521,0.549,Plasma Cells,UBE2I
0.368,-0.546375754,0.264,-0.546375754,0.026,0.283,Plasma Cells,AKAP12
0.368,-0.581086692,0.264,-0.581086692,0.121,0.349,Plasma Cells,CTNNA1
0.368,-0.592491786,0.264,-0.592491786,0.073,0.32,Plasma Cells,H1F0
0.368,-0.610727218,0.264,-0.610727218,0.416,0.498,Plasma Cells,MAGED2
0.369,-0.332621767,0.262,-0.332621767,0.873,0.781,Plasma Cells,SSR2
