CellType,Background,geneID,expT,meanT,logR,pval,fdr,auc,covModelPval,covModelFDR
cE05 (Enterocyte 2),Top_Epi,C2orf88,0.49631053,0.800010287,2.086812962,0,0,0.680593496,0,0
cE05 (Enterocyte 2),Top_Epi,GUCA2A,0.572790161,1.918316386,1.378932827,0,0,0.68047421,0,0
cE05 (Enterocyte 2),Top_Epi,BSG,0.778093774,2.373526253,0.520110455,0,0,0.67882606,0,0
cE05 (Enterocyte 2),Top_Epi,PCK1,0.610837817,1.35893001,1.394565116,0,0,0.677763566,0,0
cE05 (Enterocyte 2),Top_Epi,VSIG2,0.594926979,1.177105245,1.393677862,0,0,0.675976099,0,0
cE05 (Enterocyte 2),Top_Epi,CLDN7,0.83074558,2.650263331,0.439298517,0,0,0.675497403,0,0
cE05 (Enterocyte 2),Top_Epi,SMIM22,0.813374327,2.79775538,0.379135487,0,0,0.675280439,0,0
cE05 (Enterocyte 2),Top_Epi,TST,0.6622598,1.484308624,1.07952384,0,0,0.674836829,0,0
cE05 (Enterocyte 2),Top_Epi,MT-CO2,0.984473482,8.308065937,0.103619702,0,0,0.674201142,0,0
cE05 (Enterocyte 2),Top_Epi,SULT1A1,0.530284397,0.877667899,1.847224743,0,0,0.672600178,0,0
cE05 (Enterocyte 2),Top_Epi,PAPSS2,0.554880861,0.962567245,1.598913505,0,0,0.669947828,0,0
cE05 (Enterocyte 2),Top_Epi,CHP1,0.6622598,1.484073327,1.085850538,0,0,0.669914296,0,0
cE05 (Enterocyte 2),Top_Epi,AHCYL2,0.498232129,0.815389545,2.006884814,0,0,0.667725515,0,0
cE05 (Enterocyte 2),Top_Epi,C19orf33,0.793312836,2.492700831,0.615801099,0,0,0.66681452,0,0
cE05 (Enterocyte 2),Top_Epi,MT1F,0.573328209,1.570769767,1.528040568,0,0,0.665953348,0,0
cE05 (Enterocyte 2),Top_Epi,LIMA1,0.658800922,1.384518954,1.001967935,0,0,0.664870595,0,0
cE05 (Enterocyte 2),Top_Epi,CTSD,0.739584935,1.92559229,0.687228299,0,0,0.664719219,0,0
cE05 (Enterocyte 2),Top_Epi,GNA11,0.581936972,1.059253444,1.416701386,0,0,0.664398112,0,0
cE05 (Enterocyte 2),Top_Epi,ID1,0.728132206,1.876919822,0.872558253,0,0,0.664156928,0,0
cE05 (Enterocyte 2),Top_Epi,COX5B,0.843658724,3.225053004,0.203545095,0,0,0.662973132,0,0
cE05 (Enterocyte 2),Top_Epi,ADIRF,0.699308224,1.955858008,0.915137828,0,0,0.662874093,0,0
cE05 (Enterocyte 2),Top_Epi,TSPAN8,0.848424289,3.500870885,0.344785603,0,0,0.662684627,0,0
cE05 (Enterocyte 2),Top_Epi,MT1H,0.500153728,1.485427279,1.693817548,0,0,0.661168711,0,0
cE05 (Enterocyte 2),Top_Epi,MGLL,0.634896234,1.267011905,1.08975443,0,0,0.660631054,0,0
cE05 (Enterocyte 2),Top_Epi,AOC1,0.640814758,1.364091477,1.076619754,0,0,0.66036529,0,0
cE05 (Enterocyte 2),Top_Epi,PADI2,0.488086088,0.748122198,1.694772187,0,0,0.66036528,0,0
cE05 (Enterocyte 2),Top_Epi,ANPEP,0.467640277,1.024084247,1.828704177,0,0,0.659977895,0,0
cE05 (Enterocyte 2),Top_Epi,FABP2,0.545349731,1.057845145,1.410698171,0,0,0.657942195,0,0
cE05 (Enterocyte 2),Top_Epi,MAOA,0.580015373,1.045832961,1.297381671,0,0,0.657074574,0,0
cE05 (Enterocyte 2),Top_Epi,ADH1C,0.488470407,0.950358909,1.543130711,0,0,0.656455323,0,0
cE05 (Enterocyte 2),Top_Epi,ENTPD5,0.512144504,0.785492286,1.643404345,0,0,0.656089837,0,0
cE05 (Enterocyte 2),Top_Epi,PRDX6,0.719215988,2.005325252,0.662692243,0,0,0.654559622,0,0
cE05 (Enterocyte 2),Top_Epi,CA12,0.56925442,1.038408429,1.234577419,0,0,0.651258767,0,0
cE05 (Enterocyte 2),Top_Epi,TSC22D1,0.705764796,1.692922779,0.74454344,0,0,0.650741047,0,0
cE05 (Enterocyte 2),Top_Epi,ACADS,0.535741737,0.853906133,1.457753591,0,0,0.650011957,0,0
cE05 (Enterocyte 2),Top_Epi,ADTRP,0.410069178,0.558741534,2.135795977,0,0,0.649237383,0,0
cE05 (Enterocyte 2),Top_Epi,SGK1,0.476325903,0.949127468,1.669647816,0,0,0.648043745,0,0
cE05 (Enterocyte 2),Top_Epi,MT-ND4,0.977786318,7.533248026,0.091819618,0,0,0.647917639,0,0
cE05 (Enterocyte 2),Top_Epi,MVP,0.666102998,1.397718684,0.831543968,0,0,0.647678977,0,0
cE05 (Enterocyte 2),Top_Epi,GPA33,0.650269024,1.37084408,0.923110316,0,0,0.647480853,0,0
cE05 (Enterocyte 2),Top_Epi,CDKN2B,0.420215219,0.592200904,1.931070648,0,0,0.647400258,0,0
cE05 (Enterocyte 2),Top_Epi,PRR13,0.753727902,2.078167318,0.471984241,0,0,0.647217427,0,0
cE05 (Enterocyte 2),Top_Epi,DEFB1,0.406533436,0.600108353,2.010071547,0,0,0.647201807,0,0
cE05 (Enterocyte 2),Top_Epi,GOLM1,0.633435819,1.321420771,0.923460138,0,0,0.646617255,0,0
cE05 (Enterocyte 2),Top_Epi,GCNT3,0.524980784,0.960725736,1.35547115,0,0,0.646458124,0,0
cE06 (Immature Goblet),Top_Epi,TFF3,0.997835072,8.04524095,1.377853079,0,0,0.961608497,0,0
cE06 (Immature Goblet),Top_Epi,FCGBP,0.904939972,5.05644965,2.351094886,0,0,0.887004204,0,0
cE06 (Immature Goblet),Top_Epi,MUC2,0.914386932,4.409025864,2.313167784,0,0,0.886838553,0,0
cE06 (Immature Goblet),Top_Epi,SPINK4,0.805254871,4.244796413,2.963540043,0,0,0.849386973,0,0
cE06 (Immature Goblet),Top_Epi,KLK1,0.796595158,2.558902365,2.486463894,0,0,0.831284597,0,0
cE06 (Immature Goblet),Top_Epi,ITLN1,0.710194844,3.003789391,3.962854471,0,0,0.830707558,0,0
cE06 (Immature Goblet),Top_Epi,ST6GALNAC1,0.768844716,2.14751451,2.24013411,0,0,0.811284412,0,0
cE06 (Immature Goblet),Top_Epi,CLCA1,0.627927573,3.158375158,4.000267972,0,0,0.790596543,0,0
cE06 (Immature Goblet),Top_Epi,SERPINA1,0.741979925,2.28427116,2.132221228,0,0,0.785200431,0,0
cE06 (Immature Goblet),Top_Epi,REP15,0.624680181,1.477812989,3.302493349,0,0,0.776547028,0,0
cE06 (Immature Goblet),Top_Epi,AGR2,0.934166503,4.668247654,0.726626524,0,0,0.767391386,0,0
cE06 (Immature Goblet),Top_Epi,LRRC26,0.614052352,1.268770399,3.124845478,0,0,0.763858542,0,0
cE06 (Immature Goblet),Top_Epi,XBP1,0.759200945,1.958077074,1.239407918,0,0,0.748652844,0,0
cE06 (Immature Goblet),Top_Epi,WFDC2,0.667880339,2.164155337,2.111761629,0,0,0.747902136,0,0
cE06 (Immature Goblet),Top_Epi,RETNLB,0.544381027,1.650521658,3.847711632,0,0,0.744088656,0,0
cE06 (Immature Goblet),Top_Epi,ZG16,0.642688447,3.543724889,2.202411168,0,0,0.734104659,0,0
cE06 (Immature Goblet),Top_Epi,SPINK1,0.783507184,2.955832402,1.187745069,0,0,0.733635463,0,0
cE06 (Immature Goblet),Top_Epi,HEPACAM2,0.554615233,1.210078245,2.702986604,0,0,0.730055061,0,0
cE06 (Immature Goblet),Top_Epi,SH3BGRL3,0.904841567,3.345236608,0.520189757,0,0,0.727531742,0,0
cE06 (Immature Goblet),Top_Epi,STARD10,0.806435741,2.089625187,0.871906066,0,0,0.726062777,0,0
cE06 (Immature Goblet),Top_Epi,NPDC1,0.70675064,1.595322793,1.354787523,0,0,0.722598732,0,0
cE06 (Immature Goblet),Top_Epi,REG4,0.629994096,2.648995571,1.821395326,0,0,0.716403743,0,0
cE06 (Immature Goblet),Top_Epi,LGALS4,0.958767959,4.406646833,0.412979538,0,0,0.715755091,0,0
cE06 (Immature Goblet),Top_Epi,SPDEF,0.50777406,0.914296897,2.524396267,0,0,0.698172567,0,0
cE06 (Immature Goblet),Top_Epi,TPSG1,0.457882307,0.839005264,3.182444448,0,0,0.697654837,0,0
cE06 (Immature Goblet),Top_Epi,ATOH1,0.450305058,0.816720692,3.176366191,0,0,0.69375463,0,0
cE06 (Immature Goblet),Top_Epi,CDC42EP5,0.774945877,2.025628963,0.76317472,0,0,0.69278371,0,0
cE06 (Immature Goblet),Top_Epi,RNASE1,0.596240897,1.551440489,1.80038728,0,0,0.690033196,0,0
cE06 (Immature Goblet),Top_Epi,CREB3L1,0.590631765,1.192045773,1.640582973,0,0,0.689854889,0,0
cE06 (Immature Goblet),Top_Epi,FAM3D,0.793052549,2.200262428,0.738081823,0,0,0.687293872,0,0
cE06 (Immature Goblet),Top_Epi,C12orf57,0.711474119,1.658909447,0.830996777,0,0,0.671133179,0,0
cE06 (Immature Goblet),Top_Epi,FABP2,0.549301319,1.178518119,1.55167679,0,0,0.67009541,0,0
cE06 (Immature Goblet),Top_Epi,RAP1GAP,0.419307223,0.665195608,3.023813185,0,0,0.668763045,0,0
cE06 (Immature Goblet),Top_Epi,KIAA1324,0.489667388,0.858623425,2.064148912,0,0,0.668379498,0,0
cE06 (Immature Goblet),Top_Epi,GMDS,0.672997441,1.491622927,0.906513821,0,0,0.665174137,0,0
cE06 (Immature Goblet),Top_Epi,BCAS1,0.523715804,0.990697993,1.6647509,0,0,0.664189365,0,0
cE06 (Immature Goblet),Top_Epi,TSPAN13,0.640523519,1.400251475,1.016819948,0,0,0.66235886,0,0
cE06 (Immature Goblet),Top_Epi,SMIM14,0.641507577,1.317075067,1.073506975,0,0,0.661794456,0,0
cE06 (Immature Goblet),Top_Epi,SERF2,0.958571147,4.030210087,0.189027367,0,0,0.653587032,0,0
cE06 (Immature Goblet),Top_Epi,GSN,0.659712655,1.497946437,0.854693241,0,0,0.649165242,0,0
cE06 (Immature Goblet),Top_Epi,BEST2,0.327002559,0.641744937,3.701680448,0,0,0.647723446,0,0
cE06 (Immature Goblet),Top_Epi,TPM1,0.790493997,2.123589297,0.455968226,0,0,0.644302763,0,0
cE06 (Immature Goblet),Top_Epi,MLPH,0.473430427,0.777143633,1.67446891,0,0,0.643157752,0,0
cE06 (Immature Goblet),Top_Epi,HPCAL1,0.498720724,0.835256679,1.671001617,0,0,0.642614154,0,0
cE06 (Immature Goblet),Top_Epi,RAB27A,0.427671718,0.735543238,2.154651203,0,0,0.642355414,0,0
cE06 (Immature Goblet),Top_Epi,RP11-884K10.5,0.62517221,1.286358865,0.804292234,0,0,0.626586564,0,0
cE06 (Immature Goblet),Top_Epi,SSR4,0.820114151,2.372909335,0.319560924,0,0,0.62446345,0,0
cE06 (Immature Goblet),Top_Epi,GNE,0.401003739,0.642744855,2.007068221,0,0,0.624415773,0,0
cE06 (Immature Goblet),Top_Epi,KCNMA1,0.282523125,0.426406801,3.410333731,0,0,0.621703303,0,0
cE06 (Immature Goblet),Top_Epi,B2M,0.973430427,5.048026345,0.205515951,0,0,0.620827908,0,0
cE06 (Immature Goblet),Top_Epi,RASD1,0.322574296,0.550462487,2.61269391,0,0,0.620711399,0,0
cE06 (Immature Goblet),Top_Epi,ENTPD8,0.383487502,0.585005147,1.568978813,0,0,0.618947653,0,0
cE06 (Immature Goblet),Top_Epi,SYTL2,0.478449124,0.858823638,1.366188306,0,0,0.618660579,0,0
cE06 (Immature Goblet),Top_Epi,RABAC1,0.659417438,1.445931457,0.583217036,0,0,0.618546944,0,0
cE06 (Immature Goblet),Top_Epi,MUC4,0.473332021,0.943475668,1.181755668,0,0,0.615436823,0,0
cE06 (Immature Goblet),Top_Epi,TCEA3,0.548415666,0.984038798,0.944798365,0,0,0.615075871,0,0
cE06 (Immature Goblet),Top_Epi,KLF4,0.633635111,1.418232775,0.705602034,0,0,0.614217378,0,0
cE06 (Immature Goblet),Top_Epi,SCNN1A,0.524699862,0.950693685,1.017048378,0,0,0.611878311,0,0
cE06 (Immature Goblet),Top_Epi,NEURL1,0.315587483,0.453068401,2.080361255,0,0,0.611668773,0,0
cE06 (Immature Goblet),Top_Epi,CD63,0.84747097,2.842771464,0.231390164,0,0,0.611466958,0,0
cE06 (Immature Goblet),Top_Epi,SLC12A2,0.684806141,1.651395809,0.530935881,6.3031E-308,9.797E-307,0.606579946,0,0
cE06 (Immature Goblet),Top_Epi,RP11-234B24.2,0.309387916,0.454161674,2.491078345,0,0,0.605950975,0,0
cE06 (Immature Goblet),Top_Epi,FRYL,0.540346389,1.005657936,0.973384636,0,0,0.605844728,0,0
cE06 (Immature Goblet),Top_Epi,ANG,0.457390278,0.751196713,1.260268589,0,0,0.605769912,0,0
cE06 (Immature Goblet),Top_Epi,MT-ND2,0.982385357,6.928952221,0.097095426,9.9251E-281,1.203E-279,0.60576156,,
cE06 (Immature Goblet),Top_Epi,RP3-412A9.11,0.356524306,0.647205977,1.857697563,0,0,0.604602152,0,0
cE06 (Immature Goblet),Top_Epi,FMOD,0.274650659,0.391179132,2.79606988,0,0,0.60394239,0,0
cE06 (Immature Goblet),Top_Epi,MB,0.254969494,0.390770861,2.956561693,0,0,0.603749748,0,0
cE06 (Immature Goblet),Top_Epi,ANXA13,0.334776619,0.49703119,1.814067647,0,0,0.60339411,0,0
cE06 (Immature Goblet),Top_Epi,MT-ND1,0.972347963,6.520086213,0.106004975,1.06E-258,1.0676E-257,0.601490726,,
cE06 (Immature Goblet),Top_Epi,ATP2A3,0.39933084,0.626593318,1.39309682,0,0,0.600948046,0,0
cE06 (Immature Goblet),Top_Epi,HSD11B2,0.517811454,1.024588557,0.960809133,0,0,0.600864386,0,0
cE06 (Immature Goblet),Top_Epi,MT-CYB,0.979629994,6.972376166,0.10052938,4.6586E-255,4.5149E-254,0.600770002,,
cE06 (Immature Goblet),Top_Epi,TMEM61,0.256642393,0.329708751,2.806465056,0,0,0.599265602,0,0
cE06 (Immature Goblet),Top_Epi,ERN2,0.425998819,0.656895504,1.31710941,0,0,0.597955442,0,0
cE06 (Immature Goblet),Top_Epi,ANO7,0.242373549,0.33050069,3.155768927,0,0,0.597216912,0,0
cE06 (Immature Goblet),Top_Epi,ERGIC1,0.501476087,0.832517792,0.965278365,5.2902E-282,6.5209E-281,0.59699601,,
cE06 (Immature Goblet),Top_Epi,AGR3,0.64003149,1.461607117,0.536833883,4.6296E-255,4.4901E-254,0.596862951,,
cE06 (Immature Goblet),Top_Epi,B3GNT6,0.229974414,0.300339215,3.114311077,0,0,0.596360624,0,0
cE06 (Immature Goblet),Top_Epi,EFCAB4A,0.461621728,0.738213337,1.135687984,2.7561E-298,3.986E-297,0.594857318,0,0
cE06 (Immature Goblet),Top_Epi,MT-ND3,0.976874631,6.798376805,0.111820571,2.0646E-224,1.4839E-223,0.594467655,,
cE06 (Immature Goblet),Top_Epi,MT-CO1,0.989765794,8.38101881,0.082361163,3.4943E-224,2.5033E-223,0.594420983,,
cE06 (Immature Goblet),Top_Epi,CAPN9,0.236961228,0.301277125,2.693037651,0,0,0.592527587,0,0
cE06 (Immature Goblet),Top_Epi,VSIG2,0.463196221,0.88791685,0.888477966,3.5606E-302,5.3138E-301,0.591997598,0,0
cE06 (Immature Goblet),Top_Epi,CKAP4,0.463983468,0.773475667,1.060634072,5.7976E-269,6.3729E-268,0.591290949,,
cE06 (Immature Goblet),Top_Epi,AKAP9,0.597815391,1.205018347,0.62675236,6.6573E-222,4.6722E-221,0.590751523,,
cE06 (Immature Goblet),Top_Epi,ALDH1A1,0.379354458,0.621797864,1.271954852,0,0,0.590380976,0,0
cE06 (Immature Goblet),Top_Epi,SMIM22,0.847962999,2.492648314,0.191786,4.0793E-206,2.4384E-205,0.590350288,,
cE06 (Immature Goblet),Top_Epi,TM9SF3,0.642983665,1.378542146,0.401455735,7.1741E-212,4.5521E-211,0.58994966,,
cE06 (Immature Goblet),Top_Epi,MT-RNR2,0.984648691,7.338717181,0.114897261,3.5497E-203,2.0654E-202,0.589843425,,
cE06 (Immature Goblet),Top_Epi,SYNGR2,0.605687857,1.21060032,0.493773094,3.8458E-215,2.5348E-214,0.589551784,,
cE06 (Immature Goblet),Top_Epi,FOXA3,0.403267073,0.596000212,1.267651668,0,2.1612E-307,0.589391263,0,0
cE06 (Immature Goblet),Top_Epi,FAM174B,0.271501673,0.342392532,2.264435428,0,0,0.588917506,0,0
cE06 (Immature Goblet),Top_Epi,GALNT8,0.214918323,0.295287502,3.470235199,0,0,0.588604618,0,0
cE06 (Immature Goblet),Top_Epi,NEDD4L,0.437413895,0.725090588,1.208887824,2.2447E-268,2.4634E-267,0.588471255,,
cE06 (Immature Goblet),Top_Epi,HLA-A,0.864888801,3.058731016,0.220666841,1.7345E-196,9.4382E-196,0.58810334,0,0
cE06 (Immature Goblet),Top_Epi,HID1,0.308895887,0.401897263,1.825558913,0,0,0.58798557,0,0
cE06 (Immature Goblet),Top_Epi,DNAJC12,0.27297776,0.355519837,2.056904832,0,0,0.587798269,0,0
cE06 (Immature Goblet),Top_Epi,MUC5B,0.424227514,0.962930222,1.073614779,6.1671E-269,6.7735E-268,0.585860832,,
cE06 (Immature Goblet),Top_Epi,AQP3,0.254182248,0.388101445,2.221460362,0,0,0.584656064,0,0
cE07 (Goblet/Enterocyte),Top_Epi,ZG16,1,7.831537552,3.146401051,0,0,0.959487443,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SLC26A3,0.999216915,4.672398205,2.828685554,0,0,0.944398776,0,0
cE07 (Goblet/Enterocyte),Top_Epi,AQP8,0.948316366,3.982464292,3.578144096,0,0,0.93706377,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CEACAM7,0.978856695,3.995627462,2.759373729,0,0,0.931343701,0,0
cE07 (Goblet/Enterocyte),Top_Epi,FCGBP,0.994518403,5.278444677,2.130912096,0,0,0.920514291,0,0
cE07 (Goblet/Enterocyte),Top_Epi,PLAC8,0.982772122,3.896186781,1.983480313,0,0,0.916998594,0,0
cE07 (Goblet/Enterocyte),Top_Epi,GUCA2A,0.989036805,4.688479456,2.552447411,0,0,0.916509446,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TSPAN1,0.992169146,4.267754138,1.513751452,0,0,0.914207731,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MUC2,0.996867659,4.695572023,2.131099773,0,0,0.912534523,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SEPP1,0.967110415,3.558950475,2.192936148,0,0,0.907779318,0,0
cE07 (Goblet/Enterocyte),Top_Epi,LYPD8,0.955364135,3.174896314,2.630898396,0,0,0.907710875,0,0
cE07 (Goblet/Enterocyte),Top_Epi,GSN,0.969459671,3.32973006,1.970029749,0,0,0.90543833,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CEACAM5,0.992169146,4.590775875,1.164623843,0,0,0.899651184,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CEACAM1,0.94440094,3.168677942,2.151277132,0,0,0.892883614,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CA4,0.926389977,2.928764825,2.59824851,0,0,0.886535954,0,0
cE07 (Goblet/Enterocyte),Top_Epi,GUCA2B,0.898981989,2.905924304,2.544786358,0,0,0.882134104,0,0
cE07 (Goblet/Enterocyte),Top_Epi,B2M,1,6.575289751,0.578988412,0,0,0.879010597,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MS4A12,0.874706343,2.332339696,2.844967804,0,0,0.877960698,0,0
cE07 (Goblet/Enterocyte),Top_Epi,PHGR1,1,7.264907924,0.74523756,0,0,0.876181352,0,0
cE07 (Goblet/Enterocyte),Top_Epi,HPGD,0.884103367,2.167156019,2.477648972,0,0,0.873652498,0,0
cE07 (Goblet/Enterocyte),Top_Epi,PKIB,0.909945184,2.386626627,2.191835326,0,0,0.873281303,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MUC13,0.958496476,3.202545438,1.481335161,0,0,0.87233404,0,0
cE07 (Goblet/Enterocyte),Top_Epi,GPA33,0.942051684,2.46597487,1.698084356,0,0,0.871111729,0,0
cE07 (Goblet/Enterocyte),Top_Epi,EMP1,0.870007831,2.510883736,2.632504961,0,0,0.870199082,0,0
cE07 (Goblet/Enterocyte),Top_Epi,FXYD3,1,5.362259,0.82416404,0,0,0.870198843,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MXD1,0.893500392,2.135848983,2.232942728,0,0,0.868467902,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CLCA4,0.811276429,3.0328943,3.307070825,0,0,0.864574965,0,0
cE07 (Goblet/Enterocyte),Top_Epi,KRT20,0.951448708,3.022462952,1.775624145,0,0,0.863550861,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CDHR5,0.931871574,2.332169287,1.844264125,0,0,0.860995274,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SGK1,0.859044636,1.964238816,2.546534917,0,0,0.86099507,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SPATS2L,0.929522318,2.587572654,1.509698006,0,0,0.858826895,0,0
cE07 (Goblet/Enterocyte),Top_Epi,DHRS9,0.829287392,1.657787737,2.783788844,0,0,0.856142072,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SDCBP2,0.911511355,2.250126091,1.929419957,0,0,0.855222993,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CA2,0.953014879,3.097492916,1.822517552,0,0,0.854298064,0,0
cE07 (Goblet/Enterocyte),Top_Epi,UGP2,0.921691464,2.287579496,1.552846759,0,0,0.8515075,0,0
cE07 (Goblet/Enterocyte),Top_Epi,ITM2C,0.980422866,3.444643454,1.091940161,0,0,0.849858225,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MUC12,0.91229444,2.451551483,1.832575087,0,0,0.849218396,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TFF1,0.953014879,4.020641718,1.630995339,0,0,0.844453416,0,0
cE07 (Goblet/Enterocyte),Top_Epi,ANPEP,0.821456539,1.980696428,2.574267558,0,0,0.843150838,0,0
cE07 (Goblet/Enterocyte),Top_Epi,HLA-B,0.995301488,4.632273223,0.779455604,0,0,0.842938755,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TFF3,1,6.523257697,0.952819639,0,0,0.841698092,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MT-RNR2,1,8.842145195,0.379864711,0,0,0.841646205,0,0
cE07 (Goblet/Enterocyte),Top_Epi,HLA-A,0.992169146,4.541236693,0.7843933,0,0,0.839333756,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MISP,0.928739233,2.398841818,1.329675874,0,0,0.839077047,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CTSD,0.953797964,2.702326017,1.12257962,0,0,0.838378527,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SLC9A3,0.782302271,2.056618558,2.955304589,0,0,0.837795116,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CD177,0.77916993,1.784441486,2.910756991,0,0,0.837566833,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SMIM22,0.974158183,3.619456113,0.724684263,0,0,0.835477451,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SMPDL3A,0.817541112,1.555257804,2.371111008,0,0,0.834819368,0,0
cE07 (Goblet/Enterocyte),Top_Epi,IFI27,0.996867659,5.178035291,0.751490493,0,0,0.83355798,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MEP1A,0.819890368,1.52572993,2.269433689,0,0,0.831893304,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MT-CO1,1,9.47265766,0.256026836,0,0,0.831411654,0,0
cE07 (Goblet/Enterocyte),Top_Epi,FABP1,0.998433829,5.563299643,1.308197072,0,0,0.830831649,0,0
cE07 (Goblet/Enterocyte),Top_Epi,MALL,0.886452623,2.070183545,1.781776913,0,0,0.829049882,0,0
cE07 (Goblet/Enterocyte),Top_Epi,KLF4,0.908379013,2.365767935,1.40795168,0,0,0.828554514,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CLDN7,0.980422866,3.417345576,0.774707506,0,0,0.827925251,0,0
cE07 (Goblet/Enterocyte),Top_Epi,PLS1,0.880971026,2.064953153,1.541359756,0,0,0.827838548,0,0
cE07 (Goblet/Enterocyte),Top_Epi,IL32,0.956930305,3.288429177,1.195758158,0,0,0.826881183,0,0
cE07 (Goblet/Enterocyte),Top_Epi,RIOK3,0.842599843,1.624211107,1.880871631,0,0,0.824601614,0,0
cE07 (Goblet/Enterocyte),Top_Epi,RHOC,0.948316366,2.573475039,1.144540041,0,0,0.823528696,0,0
cE07 (Goblet/Enterocyte),Top_Epi,NEAT1,0.983555208,4.87133703,0.727398517,0,0,0.82248276,0,0
cE07 (Goblet/Enterocyte),Top_Epi,GCNT3,0.837901331,1.648630604,2.003239925,0,0,0.822353673,0,0
cE07 (Goblet/Enterocyte),Top_Epi,ISG15,0.916992952,3.53644331,1.665503303,0,0,0.820158485,0,0
cE07 (Goblet/Enterocyte),Top_Epi,BCAS1,0.812059514,1.492075899,2.11416135,0,0,0.819869092,0,0
cE07 (Goblet/Enterocyte),Top_Epi,LIPH,0.860610807,1.6300444,1.754037436,0,0,0.818482683,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TXNIP,0.916209867,2.592956739,1.272449447,0,0,0.816955998,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SMIM14,0.877838684,1.879650409,1.513815445,0,0,0.816244028,0,0
cE07 (Goblet/Enterocyte),Top_Epi,LITAF,0.859827721,1.799879779,1.573273354,0,0,0.81473199,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TMIGD1,0.698512138,1.106604504,3.274380864,0,0,0.814315626,0,0
cE07 (Goblet/Enterocyte),Top_Epi,ENTPD8,0.763508222,1.17856635,2.466541207,0,0,0.813774817,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TMPRSS2,0.851996868,1.887575246,1.702706183,0,0,0.813137498,0,0
cE07 (Goblet/Enterocyte),Top_Epi,RP11-48O20.4,0.848081441,1.651952591,1.794675195,0,0,0.812348813,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TSPAN3,0.916209867,2.229517192,1.137195957,0,0,0.811983999,0,0
cE07 (Goblet/Enterocyte),Top_Epi,KLF6,0.940485513,2.926497866,1.05972723,0,0,0.811697366,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CDH1,0.895066562,2.127968904,1.200692681,0,0,0.811401645,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SRI,0.965544244,3.128024654,0.874200756,0,0,0.809862516,0,0
cE07 (Goblet/Enterocyte),Top_Epi,NAAA,0.770555991,1.21909625,2.278286188,0,0,0.809116845,0,0
cE07 (Goblet/Enterocyte),Top_Epi,HHLA2,0.73531715,1.165474228,2.638120512,0,0,0.809041281,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CAPN2,0.855129209,1.782711479,1.48321312,0,0,0.807360235,0,0
cE07 (Goblet/Enterocyte),Top_Epi,DST,0.844166014,1.594954656,1.729628051,0,0,0.80715211,0,0
cE07 (Goblet/Enterocyte),Top_Epi,DDX60,0.744714174,1.317944065,2.51440428,0,0,0.806256564,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CDKN1A,0.840250587,1.682936982,1.70606174,0,0,0.805840118,0,0
cE07 (Goblet/Enterocyte),Top_Epi,ARL14,0.771339076,1.399371949,2.247913176,0,0,0.805512059,0,0
cE07 (Goblet/Enterocyte),Top_Epi,CAMK2N1,0.920908379,2.42849046,1.09337564,0,0,0.804813279,0,0
cE07 (Goblet/Enterocyte),Top_Epi,SYTL2,0.798747063,1.382284065,1.952820546,0,0,0.804599498,0,0
cE07 (Goblet/Enterocyte),Top_Epi,TMEM37,0.718872357,1.095037928,2.7013886,0,0,0.804109008,0,0
