Supplementary Table 7. Gene signatures used in this study,,,,,,,,,
CAMTA2,CTF1,,,,,,,,
RHOQ,ITPKB,,,,,,,,
LSAMP,PPP2CB,,,,,,,,
CNTN4,PDE2A,,,,,,,,
PRPH2,MEGF10,,,,,,,,
FBXL5,FOXF2,,,,,,,,
TUBB2A,CAMSAP2,,,,,,,,
LPAR1,SUGCT,,,,,,,,
RNH1,LHFPL2,,,,,,,,
STK17A,PLEKHO2,,,,,,,,
ECSCR,NCK2,,,,,,,,
BCL6,ADORA3,,,,,,,,
ZBTB4,AHNAK,,,,,,,,
ZNF275,ACYP2,,,,,,,,
PRRG1,HSPA12B,,,,,,,,
HEXA,PDGFRL,,,,,,,,
DZIP1,KLHL21,,,,,,,,
NPR3,JAZF1,,,,,,,,
SSH1,TMTC1,,,,,,,,
HTR2C,ZFHX4,,,,,,,,
HSD17B2,ITPRIPL2,,,,,,,,
CHD3,DUSP6,,,,,,,,
CHODL,ASPHD1,,,,,,,,
TBX15,RIT1,,,,,,,,
CCM2L,ARHGAP33,,,,,,,,
EZR,TEAD2,,,,,,,,
PRDM6,ZNF134,,,,,,,,
ASAP2,ARHGAP1,,,,,,,,
METRN,VKORC1,,,,,,,,
NEFH,PPP1R12B,,,,,,,,
ZNF436,SRGAP2,,,,,,,,
DOK5,MAP4K4,,,,,,,,
TK2,NRXN1,,,,,,,,
CTF1,P4HA3,,,,,,,,
ITPKB,NT5E,,,,,,,,
PPP2CB,RARB,,,,,,,,
PDE2A,ZHX2,,,,,,,,
MEGF10,COL16A1,,,,,,,,
FOXF2,RIMKLB,,,,,,,,
CAMSAP2,C1orf198,,,,,,,,
SUGCT,NREP,,,,,,,,
LHFPL2,SPTAN1,,,,,,,,
PLEKHO2,ETV1,,,,,,,,
NCK2,TGFA,,,,,,,,
ADORA3,CRIP2,,,,,,,,
AHNAK,ANO2,,,,,,,,
ACYP2,UBE2E3,,,,,,,,
HSPA12B,CDH6,,,,,,,,
PDGFRL,FAM124B,,,,,,,,
KLHL21,FAM49A,,,,,,,,
JAZF1,LTBP4,,,,,,,,
TMTC1,ABCC9,,,,,,,,
ZFHX4,PTN,,,,,,,,
ITPRIPL2,CPNE8,,,,,,,,
DUSP6,STX2,,,,,,,,
MROH6,ZFP28,,,,,,,,
ASPHD1,MAST4,,,,,,,,
RIT1,PARVG,,,,,,,,
ARHGAP33,FAM46A,,,,,,,,
TEAD2,BACH1-IT1 ||| BACH1,,,,,,,,
ZNF134,TCEAL1,,,,,,,,
ARHGAP1,TBX2,,,,,,,,
VKORC1,STOX2,,,,,,,,
PPP1R12B,TEAD1,,,,,,,,
SRGAP2,SLC7A7,,,,,,,,
MAP4K4,CDKN2C,,,,,,,,
NRXN1,IQGAP1,,,,,,,,
P4HA3,INHBB,,,,,,,,
NT5E,C1RL,,,,,,,,
RARB,KIAA1644,,,,,,,,
ZHX2,VSIG4,,,,,,,,
COL16A1,WBP5,,,,,,,,
RIMKLB,ERG,,,,,,,,
C1orf198,SYT11,,,,,,,,
NREP,TENM4,,,,,,,,
SPTAN1,ELFN2,,,,,,,,
ETV1,S100A13,,,,,,,,
TGFA,NAB2,,,,,,,,
CRIP2,GULP1,,,,,,,,
ANO2,PLA2G5,,,,,,,,
UBE2E3,PPP1R3C,,,,,,,,
CDH6,ST3GAL6,,,,,,,,
FAM124B,MEIS2,,,,,,,,
FAM49A,PTPRZ1,,,,,,,,
LTBP4,NFATC4,,,,,,,,
ABCC9,ENOX1,,,,,,,,
PTN,C1orf54,,,,,,,,
CPNE8,HAO2,,,,,,,,
STX2,TOM1,,,,,,,,
ZFP28,C6orf15,,,,,,,,
MAST4,ZNF449,,,,,,,,
PARVG,LONRF2,,,,,,,,
CAPN12,HES4,,,,,,,,
FAM46A,PCDHB4,,,,,,,,
BACH1-IT1 ||| BACH1,RASSF5,,,,,,,,
TCEAL1,TLE4,,,,,,,,
TBX2,POLM,,,,,,,,
STOX2,EGFLAM,,,,,,,,
TEAD1,ELTD1,,,,,,,,
SLC7A7,CCDC8,,,,,,,,
CDKN2C,PLEKHO1,,,,,,,,
IQGAP1,ALPL,,,,,,,,
INHBB,MYH9,,,,,,,,
C1RL,PCDHB15,,,,,,,,
KIAA1644,PBXIP1,,,,,,,,
VSIG4,PTGFRN,,,,,,,,
WBP5,ANGPT1,,,,,,,,
ERG,CYYR1,,,,,,,,
SYT11,TMEM47,,,,,,,,
TENM4,RDX,,,,,,,,
ELFN2,ZNF677,,,,,,,,
S100A13,TRIM8,,,,,,,,
NAB2,SCARF1,,,,,,,,
GULP1,NKX3-2,,,,,,,,
PLA2G5,IDS,,,,,,,,
PPP1R3C,GNS,,,,,,,,
ST3GAL6,RECK,,,,,,,,
MEIS2,ACE,,,,,,,,
PTPRZ1,CDC42BPA,,,,,,,,
NFATC4,TMEM200B,,,,,,,,
ENOX1,RNF207,,,,,,,,
C1orf54,PTMS,,,,,,,,
HAO2,HOXB2,,,,,,,,
TOM1,ZIM2 ||| PEG3,,,,,,,,
C6orf15,ERC1,,,,,,,,
ZNF449,C1QTNF3,,,,,,,,
LONRF2,PRMT2,,,,,,,,
HES4,EHBP1,,,,,,,,
PCDHB4,PREX2,,,,,,,,
RASSF5,ZNF423,,,,,,,,
TLE4,RBPMS2,,,,,,,,
POLM,NAV3,,,,,,,,
EGFLAM,LRCH1,,,,,,,,
ELTD1,FAM195B,,,,,,,,
CCDC8,SCN4B,,,,,,,,
PLEKHO1,MSANTD3,,,,,,,,
ALPL,CCDC85A,,,,,,,,
FBXL14,VWF,,,,,,,,
MYH9,SCARF2,,,,,,,,
PCDHB15,TCEAL7,,,,,,,,
PBXIP1,GPR87,,,,,,,,
PTGFRN,TSHZ2,,,,,,,,
ANGPT1,NDUFAF1,,,,,,,,
CYYR1,CSTB,,,,,,,,
TMEM47,PAPSS1,,,,,,,,
RDX,PCSK5,,,,,,,,
ZNF677,SFXN3,,,,,,,,
TRIM8,INMT ||| INMT-FAM188B,,,,,,,,
SCARF1,MTMR9,,,,,,,,
NKX3-2,PIP4K2A,,,,,,,,
IDS,RASIP1,,,,,,,,
GNS,MMRN2,,,,,,,,
RECK,IRF2BPL,,,,,,,,
ACE,IL10RB,,,,,,,,
CDC42BPA,TREM2,,,,,,,,
TMEM200B,HTRA3,,,,,,,,
RNF207,SDS,,,,,,,,
PTMS,VAT1L,,,,,,,,
MAGI2,LETM2,,,,,,,,
HOXB2,KIF7,,,,,,,,
ZIM2 ||| PEG3,NAP1L3,,,,,,,,
ERC1,MARCO,,,,,,,,
C1QTNF3,MAPKBP1,,,,,,,,
PRMT2,PLSCR4,,,,,,,,
EHBP1,MEF2A,,,,,,,,
PREX2,LRP10,,,,,,,,
ZNF423,CD99,,,,,,,,
RBPMS2,FXYD1,,,,,,,,
NAV3,CHST7,,,,,,,,
LRCH1,ACKR3,,,,,,,,
FAM195B,ROBO4,,,,,,,,
SCN4B,KANK4,,,,,,,,
MSANTD3,SPTBN5,,,,,,,,
CCDC85A,COL22A1,,,,,,,,
VWF,PLS3,,,,,,,,
SCARF2,TUBG2,,,,,,,,
TCEAL7,SPRY4,,,,,,,,
GPR87,CHRD,,,,,,,,
TSHZ2,LINC00478,,,,,,,,
NDUFAF1,SH3GLB1,,,,,,,,
CSTB,CDC42EP3,,,,,,,,
PAPSS1,ANXA1,,,,,,,,
PCSK5,PCDH9,,,,,,,,
SFXN3,TLR5,,,,,,,,
INMT ||| INMT-FAM188B,C4orf47,,,,,,,,
MTMR9,PHYHD1,,,,,,,,
PIP4K2A,FBXL3,,,,,,,,
RASIP1,FAM65A,,,,,,,,
MMRN2,ANKRD35,,,,,,,,
IRF2BPL,PPM1F,,,,,,,,
IL10RB,CREBRF,,,,,,,,
TREM2,RAB8B,,,,,,,,
HTRA3,MLLT11,,,,,,,,
SDS,PCGF2,,,,,,,,
VAT1L,ICMT,,,,,,,,
LETM2,MED15,,,,,,,,
KIF7,RIOK3,,,,,,,,
NAP1L3,TFE3,,,,,,,,
MARCO,CDKN2B,,,,,,,,
MAPKBP1,C19orf66,,,,,,,,
PLSCR4,OR1A1,,,,,,,,
MEF2A,RANBP9,,,,,,,,
LRP10,ILK,,,,,,,,
CD99,NEGR1,,,,,,,,
FXYD1,UNC13D,,,,,,,,
CHST7,ISG20,,,,,,,,
ACKR3,KCNJ15,,,,,,,,
ROBO4,ITGB1BP2,,,,,,,,
KANK4,CCDC50,,,,,,,,
SPTBN5,MAN2B1,,,,,,,,
ANXA3,SLFN12,,,,,,,,
COL22A1,AGPAT4,,,,,,,,
PLS3,TMEM55A,,,,,,,,
TUBG2,ARSI,,,,,,,,
SPRY4,BICD2,,,,,,,,
CHRD,RASGRP3,,,,,,,,
LINC00478,HAND2-AS1,,,,,,,,
SH3GLB1,SLC20A2,,,,,,,,
PPL,FAM19A2,,,,,,,,
CDC42EP3,TMEM140,,,,,,,,
ANXA1,PRKG1,,,,,,,,
PCDH9,CD59,,,,,,,,
TLR5,CYP27C1,,,,,,,,
C4orf47,SNCA,,,,,,,,
PHYHD1,GYPC,,,,,,,,
FBXL3,FHOD3,,,,,,,,
FAM65A,CHSY3,,,,,,,,
ANKRD35,ROR1,,,,,,,,
PPM1F,SH3KBP1,,,,,,,,
CREBRF,TREM1,,,,,,,,
RAB8B,CD33,,,,,,,,
MLLT11,APLNR,,,,,,,,
PCGF2,ZFYVE1,,,,,,,,
ICMT,DVL3,,,,,,,,
MED15,PLK2,,,,,,,,
RIOK3,GPC6,,,,,,,,
BAIAP2,GNB5,,,,,,,,
TFE3,SYN1,,,,,,,,
CDKN2B,36951,,,,,,,,
C19orf66,PLCD4,,,,,,,,
OR1A1,ECE1,,,,,,,,
RANBP9,VASH1,,,,,,,,
ILK,REEP3,,,,,,,,
NEGR1,RNF144B,,,,,,,,
UNC13D,STX12,,,,,,,,
ISG20,ARHGEF37,,,,,,,,
KCNJ15,MFNG,,,,,,,,
ITGB1BP2,KCNJ8,,,,,,,,
CCDC50,SMAD7,,,,,,,,
MAN2B1,SLC9A9,,,,,,,,
SLFN12,PRND,,,,,,,,
AGPAT4,WDFY3,,,,,,,,
TMEM55A,SIRPB1,,,,,,,,
ARSI,ARRDC3,,,,,,,,
BICD2,HIGD1B,,,,,,,,
RASGRP3,SLC11A1,,,,,,,,
HAND2-AS1,SERPINA5,,,,,,,,
SLC20A2,SUSD2,,,,,,,,
FAM19A2,CD81,,,,,,,,
TMEM140,LYRM5,,,,,,,,
PRKG1,UBXN6,,,,,,,,
CD59,LAPTM4A,,,,,,,,
CYP27C1,CDYL2,,,,,,,,
SNCA,DDAH2,,,,,,,,
GYPC,NCOR2,,,,,,,,
FHOD3,SV2A,,,,,,,,
CHSY3,CPXM2,,,,,,,,
,SH3BGRL,,,,,,,,
ROR1,CRAT,,,,,,,,
SH3KBP1,RHBDD2,,,,,,,,
TREM1,CREB3,,,,,,,,
CD33,MAGED1,,,,,,,,
APLNR,ADAM9,,,,,,,,
ZFYVE1,FKBP8,,,,,,,,
DVL3,SOX11,,,,,,,,
PLK2,VTCN1,,,,,,,,
GPC6,CDK2AP1,,,,,,,,
GNB5,SMPD1,,,,,,,,
SYN1,GRIK2,,,,,,,,
Mar-01,SGK1,,,,,,,,
PLCD4,CDKN2A,,,,,,,,
ECE1,DDHD2,,,,,,,,
VASH1,KIAA1024,,,,,,,,
REEP3,IBSP,,,,,,,,
RNF144B,PPAPDC3,,,,,,,,
STX12,MIR22HG,,,,,,,,
ARHGEF37,WT1-AS,,,,,,,,
MFNG,SCG5,,,,,,,,
KCNJ8,FAM46B,,,,,,,,
SMAD7,HSPB1,,,,,,,,
SLC9A9,ARMCX3,,,,,,,,
PRND,NR1D2,,,,,,,,
WDFY3,UBE2QL1,,,,,,,,
SIRPB1,ZYX,,,,,,,,
ARRDC3,AVPR1A,,,,,,,,
HIGD1B,PLEKHA5,,,,,,,,
SLC11A1,RNF11,,,,,,,,
SERPINA5,NR2F1-AS1,,,,,,,,
SUSD2,SLC17A5,,,,,,,,
CD81,RNF7,,,,,,,,
LYRM5,RND2,,,,,,,,
UBXN6,SH3BGRL3,,,,,,,,
LAPTM4A,AGRN,,,,,,,,
CDYL2,FLNC,,,,,,,,
DDAH2,CARD6,,,,,,,,
NCOR2,NAP1L2,,,,,,,,
SV2A,EHD3,,,,,,,,
CPXM2,FXYD5,,,,,,,,
SH3BGRL,RRAS,,,,,,,,
CRAT,FGD6,,,,,,,,
RHBDD2,SNX9,,,,,,,,
CREB3,CDC42BPB,,,,,,,,
MAGED1,TMEM106A,,,,,,,,
ADAM9,IP6K3,,,,,,,,
FKBP8,PEAR1,,,,,,,,
SOX11,TSPYL2,,,,,,,,
VTCN1,FCN1,,,,,,,,
CDK2AP1,WWC3,,,,,,,,
LINGO1,PLA2G16,,,,,,,,
SMPD1,RELL1,,,,,,,,
GRIK2,RUFY3,,,,,,,,
SGK1,ITSN1,,,,,,,,
CDKN2A,LRFN5,,,,,,,,
DDHD2,LEPRE1,,,,,,,,
KIAA1024,FAT3,,,,,,,,
IBSP,SCG2,,,,,,,,
PPAPDC3,PI15,,,,,,,,
MIR22HG,LZTS1,,,,,,,,
WT1-AS,BATF,,,,,,,,
SCG5,RSPO3,,,,,,,,
FAM46B,ARL6IP5,,,,,,,,
HSPB1,CBX4,,,,,,,,
ARMCX3,MRGPRF,,,,,,,,
NR1D2,LY6H,,,,,,,,
UBE2QL1,LYPD1,,,,,,,,
ZYX,TPM1,,,,,,,,
AVPR1A,TRAPPC6B,,,,,,,,
PLEKHA5,KLF7,,,,,,,,
RNF11,SKAP1,,,,,,,,
NR2F1-AS1,SH2B3,,,,,,,,
SLC17A5,ALPP,,,,,,,,
RNF7,C10orf54,,,,,,,,
RND2,TRIOBP,,,,,,,,
SH3BGRL3,ARL10,,,,,,,,
AGRN,TUB,,,,,,,,
FLNC,AAED1,,,,,,,,
CARD6,ARHGDIB,,,,,,,,
NAP1L2,USP51,,,,,,,,
EHD3,FAM107A,,,,,,,,
FXYD5,C10orf128,,,,,,,,
RRAS,SIGLEC7,,,,,,,,
FGD6,THEMIS2,,,,,,,,
SNX9,BTBD16,,,,,,,,
CDC42BPB,C10orf25,,,,,,,,
TMEM106A,FAXDC2,,,,,,,,
IP6K3,VIMP,,,,,,,,
PEAR1,FAM198A,,,,,,,,
TSPYL2,SLC39A1,,,,,,,,
FCN1,C14orf37,,,,,,,,
WWC3,NPAS3,,,,,,,,
PLA2G16,NOS1,,,,,,,,
RELL1,SNX29,,,,,,,,
RUFY3,AP3B2,,,,,,,,
ITSN1,VGLL3,,,,,,,,
LRFN5,FAM50A,,,,,,,,
LEPRE1,KCTD1,,,,,,,,
FAT3,LPP,,,,,,,,
SCG2,SYNGR1,,,,,,,,
PI15,MARK4,,,,,,,,
LZTS1,LYST,,,,,,,,
BATF,RASGRF2,,,,,,,,
RSPO3,ATF3,,,,,,,,
ARL6IP5,CD14,,,,,,,,
CBX4,NPC2,,,,,,,,
MRGPRF,CCR1,,,,,,,,
LY6H,SGMS2,,,,,,,,
LYPD1,RASSF2,,,,,,,,
TPM1,BCL2L1,,,,,,,,
TRAPPC6B,SLC46A3,,,,,,,,
KLF7,CCPG1,,,,,,,,
SKAP1,PTPN12,,,,,,,,
SH2B3,C19orf59,,,,,,,,
ALPP,FBXO32,,,,,,,,
C10orf54,GLI1,,,,,,,,
TRIOBP,FLT4,,,,,,,,
ARL10,CTNNA1,,,,,,,,
TUB,DCLK1,,,,,,,,
AAED1,PDE1A,,,,,,,,
ARHGDIB,MAP4,,,,,,,,
USP51,YWHAE,,,,,,,,
FAM107A,P2RX7,,,,,,,,
C10orf128,VEGFB,,,,,,,,
SIGLEC7,CCDC92,,,,,,,,
THEMIS2,ITGAM,,,,,,,,
BTBD16,MEF2C,,,,,,,,
C10orf25,HCK,,,,,,,,
FAXDC2,WBP1L,,,,,,,,
VIMP,ZNF404,,,,,,,,
FAM198A,ZFPM2,,,,,,,,
SLC39A1,APOC1,,,,,,,,
C14orf37,SOX17,,,,,,,,
NPAS3,ADAMTS5,,,,,,,,
NOS1,PECAM1,,,,,,,,
SNX29,PHF1,,,,,,,,
AP3B2,TCEAL4,,,,,,,,
VGLL3,LZTS2,,,,,,,,
FAM50A,NCF2,,,,,,,,
KCTD1,SLA,,,,,,,,
LPP,ZFAND3,,,,,,,,
SYNGR1,ISM1,,,,,,,,
MARK4,HMCN1,,,,,,,,
LYST,ANGPTL4,,,,,,,,
RASGRF2,PPP2R4,,,,,,,,
ATF3,FAM89B,,,,,,,,
CD14,FILIP1,,,,,,,,
NPC2,CSF1R,,,,,,,,
,TCEAL8,,,,,,,,
CCR1,VAMP4,,,,,,,,
SGMS2,SLC16A3,,,,,,,,
RASSF2,FAM229B,,,,,,,,
BCL2L1,C5AR1,,,,,,,,
SLC46A3,TSPAN9,,,,,,,,
CCPG1,RNF150,,,,,,,,
PTPN12,KRAS,,,,,,,,
KLK7,CD163L1,,,,,,,,
C19orf59,CECR1,,,,,,,,
FBXO32,FKBP9,,,,,,,,
EPHA2,GALNT1,,,,,,,,
GLI1,LEPR,,,,,,,,
FLT4,NLRP1,,,,,,,,
CTNNA1,SNX3,,,,,,,,
DCLK1,RGS4,,,,,,,,
PDE1A,GLRB,,,,,,,,
MAP4,LAIR1,,,,,,,,
YWHAE,LMNA,,,,,,,,
P2RX7,IL10,,,,,,,,
VEGFB,CRISPLD1,,,,,,,,
CCDC92,SIGLEC1,,,,,,,,
ITGAM,LIMCH1,,,,,,,,
MEF2C,NFKB2,,,,,,,,
HCK,ZEB2,,,,,,,,
WBP1L,ITGA7,,,,,,,,
ZNF404,NPC1,,,,,,,,
ZFPM2,NCALD,,,,,,,,
APOC1,GJA4,,,,,,,,
SOX17,THSD7A,,,,,,,,
ADAMTS5,TNFRSF1A,,,,,,,,
PECAM1,HIP1,,,,,,,,
PHF1,TRPC1,,,,,,,,
TCEAL4,SLC38A6,,,,,,,,
LZTS2,FBP1,,,,,,,,
NCF2,NGFR,,,,,,,,
SLA,SYNC,,,,,,,,
ZFAND3,SYCP2,,,,,,,,
ISM1,LAMP5,,,,,,,,
HMCN1,ABCA9,,,,,,,,
ANGPTL4,ZNF25,,,,,,,,
PPP2R4,EBF2,,,,,,,,
FAM89B,TBC1D1,,,,,,,,
KRT17,PIM1,,,,,,,,
FILIP1,TEAD3,,,,,,,,
CSF1R,SLC37A2,,,,,,,,
TCEAL8,GNA15,,,,,,,,
VAMP4,GUCY1A2,,,,,,,,
SLC16A3,CORO1A,,,,,,,,
FAM229B,FGD1,,,,,,,,
C5AR1,JAM2,,,,,,,,
TSPAN9,MOSPD1,,,,,,,,
RNF150,TRERF1,,,,,,,,
KRAS,CPEB4,,,,,,,,
CD163L1,LRRC49,,,,,,,,
SCGN,WDR81,,,,,,,,
CECR1,CSRNP1,,,,,,,,
FKBP9,F8,,,,,,,,
GALNT1,PLCL1,,,,,,,,
LEPR,CD55,,,,,,,,
NLRP1,SERPINB2,,,,,,,,
SNX3,S100A3,,,,,,,,
RGS4,RERGL,,,,,,,,
GLRB,PHACTR1,,,,,,,,
LAIR1,MPRIP,,,,,,,,
LMNA,CAP2,,,,,,,,
IL10,IL20RB,,,,,,,,
CRISPLD1,ITPR1,,,,,,,,
SIGLEC1,UBE2G1,,,,,,,,
LIMCH1,PARP8,,,,,,,,
NFKB2,TPM4,,,,,,,,
ZEB2,SEMA3A,,,,,,,,
ITGA7,DCAF5,,,,,,,,
NPC1,IKBIP,,,,,,,,
NCALD,TTC9,,,,,,,,
GJA4,MS4A7,,,,,,,,
THSD7A,HSPA6,,,,,,,,
KLK5,POLR2A,,,,,,,,
TNFRSF1A,PPM1M,,,,,,,,
HIP1,SIGLEC10,,,,,,,,
TRPC1,CAPN2,,,,,,,,
SLC38A6,LPXN,,,,,,,,
FBP1,ENO2,,,,,,,,
NGFR,DST,,,,,,,,
SYNC,RING1,,,,,,,,
LAMA3,GAA,,,,,,,,
SYCP2,AP2M1,,,,,,,,
LAMP5,NTN1,,,,,,,,
ABCA9,TENC1,,,,,,,,
ZNF25,ST6GALNAC5,,,,,,,,
EBF2,KIF1B,,,,,,,,
TBC1D1,PTTG1IP,,,,,,,,
PIM1,ETV5,,,,,,,,
TEAD3,TYROBP,,,,,,,,
SLC37A2,ALOX5AP,,,,,,,,
EPS8L1,DOCK4,,,,,,,,
GNA15,FES,,,,,,,,
GUCY1A2,MDFIC,,,,,,,,
CORO1A,SNHG14,,,,,,,,
FGD1,SPI1,,,,,,,,
JAM2,GAP43,,,,,,,,
MOSPD1,CSF3R,,,,,,,,
TRERF1,SPRED1,,,,,,,,
CPEB4,MEGF6,,,,,,,,
LRRC49,TTC7B,,,,,,,,
WDR81,ZNF385A,,,,,,,,
FXYD4,RBMS2,,,,,,,,
CSRNP1,ZNF83,,,,,,,,
F8,TNKS1BP1,,,,,,,,
PLCL1,PRKAB2,,,,,,,,
CD55,TINF2,,,,,,,,
SERPINB2,ENPP2,,,,,,,,
S100A3,CACNA2D1,,,,,,,,
RERGL,COPS7A,,,,,,,,
PHACTR1,PRICKLE2,,,,,,,,
MPRIP,MGAT1,,,,,,,,
CAP2,WDR7,,,,,,,,
IL20RB,PLN,,,,,,,,
ITPR1,KLC1,,,,,,,,
SNX24,TP53INP2,,,,,,,,
UBE2G1,OSBPL8,,,,,,,,
PARP8,PKN1,,,,,,,,
TPM4,37316,,,,,,,,
SEMA3A,ESAM,,,,,,,,
DCAF5,CSRNP2,,,,,,,,
IKBIP,CCNI,,,,,,,,
TTC9,ULK2,,,,,,,,
MS4A7,SRPX2,,,,,,,,
HSPA6,PFDN5,,,,,,,,
POLR2A,RRAGA,,,,,,,,
PPM1M,PCDHB13,,,,,,,,
SIGLEC10,MYOT,,,,,,,,
CAPN2,QSOX1,,,,,,,,
LPXN,ARF4,,,,,,,,
SLC22A18,CTDNEP1,,,,,,,,
ENO2,WDR47,,,,,,,,
DST,ZNF697,,,,,,,,
RING1,VWDE,,,,,,,,
GAA,PINK1,,,,,,,,
AP2M1,COL24A1,,,,,,,,
NTN1,NOX4,,,,,,,,
TENC1,GLIS3,,,,,,,,
ST6GALNAC5,ADCY2,,,,,,,,
KIF1B,RBP7,,,,,,,,
PTTG1IP,SCN3B,,,,,,,,
ETV5,C3AR1,,,,,,,,
TYROBP,RNF185,,,,,,,,
ALOX5AP,ITGA11,,,,,,,,
DOCK4,SAT2,,,,,,,,
FES,PRRG3,,,,,,,,
MDFIC,NRSN2,,,,,,,,
SNHG14,DAP,,,,,,,,
SPI1,C2orf74,,,,,,,,
GAP43,CYTL1,,,,,,,,
CSF3R,KLHL15,,,,,,,,
SPRED1,SCUBE2,,,,,,,,
MEGF6,TIE1,,,,,,,,
TTC7B,FST,,,,,,,,
ZNF385A,CPM,,,,,,,,
RBMS2,OR51E2,,,,,,,,
ZNF83,HBEGF,,,,,,,,
TNKS1BP1,DMPK,,,,,,,,
PRKAB2,ZFAND2A,,,,,,,,
TINF2,CD63,,,,,,,,
ENPP2,KCNB1,,,,,,,,
CACNA2D1,ESM1,,,,,,,,
COPS7A,FOSL1,,,,,,,,
PRICKLE2,TDRP,,,,,,,,
MGAT1,CDR2L,,,,,,,,
WDR7,CD300LF,,,,,,,,
PLN,PHLDB1,,,,,,,,
KLC1,HCFC2,,,,,,,,
TP53INP2,RRAGC,,,,,,,,
OSBPL8,CYLD,,,,,,,,
PKN1,TTYH3,,,,,,,,
Mar-02,IVNS1ABP,,,,,,,,
ESAM,MAOB,,,,,,,,
KLK8,KLRF1,,,,,,,,
CSRNP2,CDH5,,,,,,,,
CCNI,PI4KB,,,,,,,,
ULK2,ARAP3,,,,,,,,
SRPX2,TCP11L1,,,,,,,,
PFDN5,HOOK3,,,,,,,,
RRAGA,B3GNT9,,,,,,,,
KCNN4,MPPED2,,,,,,,,
PCDHB13,ARHGAP31,,,,,,,,
MYOT,PDZRN3,,,,,,,,
QSOX1,ANO5,,,,,,,,
ARF4,SNAP25,,,,,,,,
CTDNEP1,SCUBE3,,,,,,,,
WDR47,MS4A6A,,,,,,,,
ZNF697,SLMAP,,,,,,,,
VWDE,C2orf40,,,,,,,,
PINK1,PNMAL1,,,,,,,,
COL24A1,CCR10,,,,,,,,
NOX4,ZFHX3,,,,,,,,
GLIS3,CALCRL,,,,,,,,
ADCY2,PPFIBP1,,,,,,,,
RBP7,WASF1,,,,,,,,
SCN3B,OPTN,,,,,,,,
C3AR1,APBB1,,,,,,,,
RNF185,CAND2,,,,,,,,
ITGA11,FAM120C,,,,,,,,
SAT2,TMEM107,,,,,,,,
PRRG3,ABI3BP,,,,,,,,
NRSN2,ZNF117,,,,,,,,
DAP,SOX4,,,,,,,,
C2orf74,ATP6V1D,,,,,,,,
CYTL1,LAMP2,,,,,,,,
KLHL15,TRPC4,,,,,,,,
SCUBE2,ANKDD1A,,,,,,,,
TIE1,CCBE1,,,,,,,,
FST,PRAF2,,,,,,,,
CPM,FOXC1,,,,,,,,
OR51E2,NLGN4X,,,,,,,,
HBEGF,PCOLCE2,,,,,,,,
RASAL1,C11orf68,,,,,,,,
DMPK,PJA1,,,,,,,,
ZFAND2A,FTH1,,,,,,,,
CD63,PPP4R1,,,,,,,,
KCNB1,GPR137B,,,,,,,,
ESM1,NDUFA4L2,,,,,,,,
FOSL1,ARHGAP10,,,,,,,,
TDRP,RRAGB,,,,,,,,
CDR2L,RHOC,,,,,,,,
CD300LF,ECM2,,,,,,,,
PHLDB1,TRIP10,,,,,,,,
HCFC2,ZSWIM4,,,,,,,,
RRAGC,DAPK1,,,,,,,,
CYLD,STX8,,,,,,,,
TTYH3,AR,,,,,,,,
IVNS1ABP,TMEM255A,,,,,,,,
MAOB,SDPR,,,,,,,,
KLRF1,DNAJC1,,,,,,,,
LEMD1,C1QC,,,,,,,,
CDH5,JPH2,,,,,,,,
PI4KB,KIAA1377,,,,,,,,
ARAP3,DCTN2,,,,,,,,
KCNK3,ABCA13,,,,,,,,
TCP11L1,GPBAR1,,,,,,,,
HOOK3,HSPB7,,,,,,,,
RNF39,CX3CR1,,,,,,,,
B3GNT9,DNER,,,,,,,,
MPPED2,CCNG2,,,,,,,,
ARHGAP31,SLC16A6,,,,,,,,
PDZRN3,CD72,,,,,,,,
ANO5,SRGAP1,,,,,,,,
SNAP25,CALB2,,,,,,,,
SCUBE3,NDFIP1,,,,,,,,
MS4A6A,RTN2,,,,,,,,
SLMAP,MMP16,,,,,,,,
C2orf40,TNIP1,,,,,,,,
PNMAL1,KLF12,,,,,,,,
CCR10,HIVEP3,,,,,,,,
ZFHX3,DMXL2,,,,,,,,
,TTLL7,,,,,,,,
HIST2H2BE,PCDHGA4,,,,,,,,
CALCRL,SYNDIG1,,,,,,,,
PPFIBP1,BACH2,,,,,,,,
WASF1,SLC16A2,,,,,,,,
OPTN,DYNC1LI2,,,,,,,,
APBB1,SOX18,,,,,,,,
LMO7,RFTN2,,,,,,,,
CAND2,SLCO2A1,,,,,,,,
FAM120C,KIDINS220,,,,,,,,
TMEM107,PCDH17,,,,,,,,
ABI3BP,GADD45A,,,,,,,,
ZNF117,PDZRN4,,,,,,,,
SOX4,VASN,,,,,,,,
ATP6V1D,TM4SF18,,,,,,,,
LAMP2,LMOD1,,,,,,,,
TRPC4,EMCN,,,,,,,,
ANKDD1A,KCTD11,,,,,,,,
CCBE1,ABLIM3,,,,,,,,
C1orf116,EVI2B,,,,,,,,
PSORS1C1,MAPRE2,,,,,,,,
PRAF2,VPS18,,,,,,,,
FOXC1,AQP1,,,,,,,,
NLGN4X,NEK7,,,,,,,,
PCOLCE2,PLEC,,,,,,,,
C11orf68,EFHD1,,,,,,,,
PJA1,TMSB15A ||| TMSB15B,,,,,,,,
FTH1,EPHB6,,,,,,,,
