,DE_fc_tumor_over_normal,DE_p_normal_vs_tumor,p_adjusted_qvalue
chr17:62850429-62915598_LRRC37A3_ENSG00000176809.6,-0.01327562,0.870292861,0.940531481
chr7:55748766-55780945_FKBP9L_ENSG00000176826.11,0.067061317,0.105256306,0.609687158
chr12:118501397-118583389_VSIG10_ENSG00000176834.9,0.012238571,0.588504132,0.940531481
chr17:81037566-81052864_METRNL_ENSG00000176845.8,0.039081196,0.273764371,0.918203786
chr8:124780695-124827692_FAM91A1_ENSG00000176853.11,0.021277325,0.653563506,0.940531481
chr9:134269479-134375584_AL358781.1_ENSG00000176868.1,0.033337392,0.443388987,0.940531481
chr12:118451392-118500235_WSB2_ENSG00000176871.4,0.095930493,0.202147791,0.826840931
chr18:596987-712676_TYMS_ENSG00000176890.11,-0.075286555,0.00032619,0.015309166
chr12:133264191-133299228_PXMP2_ENSG00000176894.5,-0.052073612,0.097401735,0.589277078
chrX:13671224-13700083_TCEANC_ENSG00000176896.7,0.027749724,0.382514184,0.940531481
chr8:40010988-40012821_C8orf4_ENSG00000176907.3,0.048209157,0.279882121,0.924555557
chr19:49215998-49222978_MAMSTR_ENSG00000176909.7,0.006264375,0.86213932,0.940531481
chr18:596987-712676_C18orf56_ENSG00000176912.3,0.005815121,0.869725959,0.940531481
chr12:133302253-133338474_ANKLE2_ENSG00000176915.10,-0.001120116,0.669354717,0.940531481
chr9:139839697-139841426_C8G_ENSG00000176919.7,0.010501313,0.766869117,0.940531481
chr19:49199227-49209207_FUT2_ENSG00000176920.10,-0.123090494,0.060668459,0.480933512
chr17:27887564-28513493_EFCAB5_ENSG00000176927.10,-0.041269158,0.495196043,0.940531481
chr3:195384932-195467994_MUC20_ENSG00000176945.12,0.084469929,0.280678168,0.925014976
chr2:242523819-242613272_THAP4_ENSG00000176946.7,-0.175547276,0.050990205,0.438618552
chr11:4726156-5013659_OR51N1P_ENSG00000176951.5,0.020186805,0.474054533,0.940531481
chr16:28962127-28978418_NFATC2IP_ENSG00000176953.6,-0.122080774,0.025083668,0.296980248
chr11:65337900-65341669_FAM89B_ENSG00000176973.7,0.038358052,0.195126645,0.81371678
chr17:18231186-18266856_SHMT1_ENSG00000176974.13,0.043426804,0.220626739,0.852332594
chr9:140004993-140009629_DPP7_ENSG00000176978.9,0.065720863,0.257134521,0.900782826
chr4:165953104-165962896_TRIM60_ENSG00000176979.8,0.003552994,0.899628406,0.940531481
chr10:75504119-75531919_SEC24C_ENSG00000176986.10,0.004091679,0.881919018,0.940531481
chr1:11821843-11908402_MTHFR_ENSG00000177000.6,0.01670772,0.802598328,0.940531481
chr19:58469804-58485902_C19orf18_ENSG00000177025.3,0.00547384,0.875163526,0.940531481
chr11:644232-727727_DEAF1_ENSG00000177030.12,-0.062297584,0.246453497,0.882110928
chr5:79275583-79287082_MTX3_ENSG00000177034.10,0.011198101,0.672265011,0.940531481
chr11:644232-727727_TMEM80_ENSG00000177042.10,0.056849797,0.16570383,0.757314085
chr19:46268042-46296060_SIX5_ENSG00000177045.6,0.004479986,0.889288422,0.940531481
chr19:46213886-46234162_FBXO46_ENSG00000177051.5,0.1193242,0.043536588,0.403274851
chr11:19138645-19197969_ZDHHC13_ENSG00000177054.9,0.042954949,0.537477289,0.940531481
chr5:54921672-55112985_SLC38A9_ENSG00000177058.7,-0.064461449,0.149068644,0.718607442
chr15:85185998-85197574_WDR73_ENSG00000177082.8,0.005323341,0.590174523,0.940531481
chr12:133200347-133263951_POLE_ENSG00000177084.12,0.047182673,0.262955252,0.907241391
chr22:42470254-42475445_FAM109B_ENSG00000177096.4,0.005070874,0.881205051,0.940531481
chr11:118004091-118023603_SCN4B_ENSG00000177098.4,0.001690022,0.844679291,0.940531481
chr11:3848207-3862213_RHOG_ENSG00000177105.9,0.029192311,0.302745791,0.940531481
chr11:644232-727727_EPS8L2_ENSG00000177106.10,0.154643175,0.04013664,0.387217353
chr12:45566846-45834187_ANO6_ENSG00000177119.11,-0.010589273,0.692746023,0.940531481
chr18:13663345-13764557_FAM210A_ENSG00000177150.8,0.01851608,0.637926982,0.940531481
chr11:747328-765024_TALDO1_ENSG00000177156.6,-0.474752343,0.000630735,0.024774604
chr12:132379195-132407712_ULK1_ENSG00000177169.5,0.008669262,0.666380037,0.940531481
chr1:42846465-42888249_RIMKLA_ENSG00000177181.10,-0.014164051,0.087834365,0.564310362
chrX:20168028-20285523_RPS6KA3_ENSG00000177189.8,0.062753144,0.078320667,0.534519569
chr19:41931263-41934635_B3GNT8_ENSG00000177191.2,0.002520472,0.839234775,0.940531481
chr12:132409280-132428406_PUS1_ENSG00000177192.9,0.081613729,0.096193216,0.58616442
chr16:53088944-53363062_CHD9_ENSG00000177200.11,-0.081527086,0.062369747,0.487037477
chr19:49104066-49118111_SPACA4_ENSG00000177202.1,-0.06173832,0.0285035,0.319882316
chr11:767219-777488_PDDC1_ENSG00000177225.12,-0.077425325,0.418770709,0.940531481
chr9:139981378-140003635_MAN1B1_ENSG00000177239.10,-0.088679064,0.29476065,0.933962432
chr17:18174741-18218321_TOP3A_ENSG00000177302.10,-0.074491371,0.185800172,0.799268237
chr17:73496341-73511664_CASKIN2_ENSG00000177303.5,0.000860939,0.919447618,0.940531481
chr3:140947567-141168634_ZBTB38_ENSG00000177311.6,-0.041569816,0.692627704,0.940531481
chr8:144120625-144141359_C8orf31_ENSG00000177335.6,0.035866132,0.327833181,0.940531481
chr18:3496029-4455335_DLGAP1-AS1_ENSG00000177337.3,0.037687713,0.556066349,0.940531481
chr3:49199967-49203754_CCDC71_ENSG00000177352.9,0.010103794,0.777767878,0.940531481
chr12:31264585-31359088_RP11-551L14.1_ENSG00000177359.13,0.012347953,0.711428013,0.940531481
chr11:62453873-62457371_LRRN4CL_ENSG00000177363.4,0.000733914,0.92001913,0.940531481
chr17:900356-1132315_TIMM22_ENSG00000177370.4,0.025282321,0.43051555,0.940531481
chr19:49622645-49654283_PPFIA3_ENSG00000177380.9,0.005602129,0.811194171,0.940531481
chr3:184428155-184429836_MAGEF1_ENSG00000177383.3,0.046683063,0.229756289,0.863512453
chr21:43483067-43563563_UMODL1_ENSG00000177398.14,0.007840215,0.831872859,0.940531481
chr12:673461-772945_RP11-218M22.1_ENSG00000177406.4,0.027490607,0.717778764,0.940531481
chr7:92759367-92777682_SAMD9L_ENSG00000177409.7,-0.030863545,0.159727186,0.742796346
chr20:47835883-47905797_ZFAS1_ENSG00000177410.8,0.865467594,3.12E-08,7.52E-06
chr12:79968758-80334448_PAWR_ENSG00000177425.6,-0.023392411,0.660330817,0.940531481
chr18:3411605-3458409_TGIF1_ENSG00000177426.16,0.092193848,0.150404822,0.72121049
chr17:18163847-18169866_MIEF2_ENSG00000177427.8,0.007929037,0.780032429,0.940531481
chr16:28889725-28950667_CD19_ENSG00000177455.7,0.003648196,0.899055348,0.940531481
chr8:99076538-99105838_C8orf47_ENSG00000177459.6,-0.042492934,0.229518353,0.863478362
chr3:14860468-15106842_NR2C2_ENSG00000177463.11,-0.085641827,0.184662816,0.79643454
chr3:48955220-49060928_ARIH2_ENSG00000177479.15,-0.002946823,0.952560661,0.962924302
chrX:119384606-119392253_ZBTB33_ENSG00000177485.6,0.009095469,0.844399886,0.940531481
chr11:790474-798316_SLC25A22_ENSG00000177542.6,0.008132865,0.825618814,0.940531481
chr16:28889725-28950667_RABEP2_ENSG00000177548.8,-0.048411666,0.312708221,0.940531481
chr5:151121876-151192346_ATOX1_ENSG00000177556.7,-0.244188119,0.008125595,0.141475209
chr3:176737142-176915261_TBL1XR1_ENSG00000177565.11,0.293632851,0.003412929,0.079176484
chr8:119201697-119634234_SAMD12_ENSG00000177570.9,0.076151533,0.150514864,0.72121049
chr12:7499280-7656489_CD163_ENSG00000177575.8,0.008527685,0.775266142,0.940531481
chr18:47008027-47018906_C18orf32_ENSG00000177576.6,-0.023143324,0.71161546,0.940531481
chr11:799178-812880_PIDD_ENSG00000177595.13,-0.001710062,0.699219806,0.940531481
chr11:799178-812880_RPLP2_ENSG00000177600.4,-0.339339054,0.188965192,0.80325566
chr1:59246464-59249785_JUN_ENSG00000177606.5,0.007328191,0.737384337,0.940531481
chr10:52750944-54073888_CSTF2T_ENSG00000177613.7,-0.002323505,0.666853595,0.940531481
chr1:230457391-230561475_PGBD5_ENSG00000177614.5,0.000907142,0.919233733,0.940531481
chr1:155204242-155214490_GBA_ENSG00000177628.11,-0.022076367,0.114392993,0.628615165
chr10:119764426-119969663_CASC2_ENSG00000177640.11,-0.020637252,0.36603749,0.940531481
chr3:128598438-128759585_ACAD9_ENSG00000177646.13,0.032176612,0.368366996,0.940531481
chr22:17565843-17596583_IL17RA_ENSG00000177663.9,0.00011865,0.922470855,0.940531481
chr11:818901-842545_PNPLA2_ENSG00000177666.11,0.033467753,0.620119607,0.940531481
chr1:11796140-11814859_AGTRAP_ENSG00000177674.11,-0.068593233,0.121624668,0.647532844
chr12:7499280-7656489_CD163L1_ENSG00000177675.4,0.011509201,0.727913046,0.940531481
chr7:108110865-108215294_THAP5_ENSG00000177683.9,0.105987975,0.105959054,0.610908925
chr11:818901-842545_EFCAB4A_ENSG00000177685.12,-0.07899471,0.130604984,0.673014423
chr21:34860496-34864027_DNAJC28_ENSG00000177692.7,0.00307897,0.834521011,0.940531481
chr3:174156362-175523428_NAALADL2_ENSG00000177694.10,-0.014728332,0.900954404,0.940531481
chr11:818901-842545_CD151_ENSG00000177697.13,0.00917756,0.629195788,0.940531481
chr11:818901-842545_POLR2L_ENSG00000177700.5,0.062213105,0.396205434,0.940531481
chr3:110612554-110994410_PVRL3_ENSG00000177707.6,0.00020135,0.973790118,0.978279601
chr17:73437239-73496171_KIAA0195_ENSG00000177728.10,0.030186419,0.446010787,0.940531481
chr17:18128900-18162230_FLII_ENSG00000177731.11,-0.213848447,0.027605178,0.313842556
chr20:300956-340304_SOX12_ENSG00000177732.6,-0.056714552,0.032809372,0.346527995
chr5:137087074-137090039_HNRNPA0_ENSG00000177733.4,0.00220577,0.574421879,0.940531481
chr9:127640645-127905785_RP11-474P12.3_ENSG00000177736.3,0.004255716,0.892108291,0.940531481
chr5:43014515-43192123_CTD-2201E18.3_ENSG00000177738.3,-0.045891638,0.343616209,0.940531481
chr1:229394027-229441641_RP5-1061H20.4_ENSG00000177788.5,0.022939255,0.790192669,0.940531481
chr11:867356-915058_CHID1_ENSG00000177830.13,-0.043572268,0.883946095,0.940531481
chr5:140566892-140571111_PCDHB9_ENSG00000177839.4,0.000558775,0.920768796,0.940531481
chr3:40547482-40560227_ZNF620_ENSG00000177842.7,-0.011577119,0.684061612,0.940531481
chr10:97889471-98031344_ZNF518A_ENSG00000177853.10,0.09419419,0.232794173,0.866401974
chrX:153237777-153248646_TMEM187_ENSG00000177854.7,0.036379579,0.32594733,0.940531481
chr1:43272722-43312093_CCDC23_ENSG00000177868.7,0.049304393,0.293718931,0.933962432
chr5:115163892-115249778_AP3S1_ENSG00000177879.10,0.154699774,0.017496734,0.237405649
chr17:73314156-73401790_GRB2_ENSG00000177885.9,-0.216237121,0.004215974,0.09221761
chr1:197122809-197169672_ZBTB41_ENSG00000177888.7,-0.000400615,0.584262298,0.940531481
chr12:93799448-93836038_UBE2N_ENSG00000177889.5,0.087932166,0.367881658,0.940531481
chr2:153508106-153617767_ARL6IP6_ENSG00000177917.6,0.026205543,0.434502504,0.940531481
chr9:139743175-139755249_MAMDC4_ENSG00000177943.9,0.007076554,0.847244745,0.940531481
chr16:90036198-90038952_CENPBD1_ENSG00000177946.4,0.002979108,0.835343466,0.940531481
chr11:127114-207428_BET1L_ENSG00000177951.13,-0.013860559,0.866928587,0.940531481
chr1:153963234-153964626_RPS27_ENSG00000177954.7,-0.53218152,0.065910905,0.496561893
chr11:207510-215113_RIC8A_ENSG00000177963.8,-0.003221944,0.773160771,0.940531481
chr15:75928479-75954642_IMP3_ENSG00000177971.7,-0.030318161,0.74326372,0.940531481
chr12:48541570-48574996_ASB8_ENSG00000177981.6,-0.034192667,0.604171999,0.940531481
chr9:139654085-139660707_LCN15_ENSG00000177984.6,0.00529659,0.813919375,0.940531481
chr22:50961996-50971009_ODF3B_ENSG00000177989.9,0.018799325,0.555302775,0.940531481
chr22:24936405-25024972_FAM211B_ENSG00000178026.8,0.012731196,0.658712212,0.940531481
chr1:44679126-44686353_DMAP1_ENSG00000178028.9,-0.053567822,0.399299175,0.940531481
chr3:49061757-49067139_IMPDH2_ENSG00000178035.7,0.018273817,0.551127623,0.940531481
chr3:46710486-46735194_ALS2CL_ENSG00000178038.12,0.065027605,0.364537485,0.940531481
chr3:158288951-158325041_MLF1_ENSG00000178053.13,0.036757617,0.286073385,0.928704943
chr3:48955220-49060928_NDUFAF3_ENSG00000178057.10,-0.163844283,0.029477193,0.327000324
chr3:113547028-113666417_GRAMD1C_ENSG00000178075.15,0.012653379,0.640654209,0.940531481
chr19:4324039-4343488_STAP2_ENSG00000178078.7,-0.101776355,0.13534723,0.683077106
chr1:149859018-149872351_BOLA1_ENSG00000178096.8,0.012347498,0.421221828,0.940531481
chr1:144836156-145076186_PDE4DIP_ENSG00000178104.15,-0.079622332,0.273634465,0.918167782
chr11:108535751-108811657_DDX10_ENSG00000178105.5,0.035866355,0.588571044,0.940531481
chr18:9102627-9285983_NDUFV2_ENSG00000178127.8,-0.393589064,0.000220243,0.011355858
chr3:48955220-49060928_DALRD3_ENSG00000178149.12,-0.06919508,0.341126881,0.940531481
chr4:10441497-10459034_ZNF518B_ENSG00000178163.3,0.00109309,0.918339356,0.940531481
chr4:17812524-18023499_LCORL_ENSG00000178177.10,0.023551998,0.477327735,0.940531481
chr16:28857920-28885526_SH2B1_ENSG00000178188.10,-0.013939097,0.886185725,0.940531481
chr6:149768793-149806197_ZC3H12D_ENSG00000178199.9,0.003675127,0.830178563,0.940531481
chr19:57874844-57988938_VN1R1_ENSG00000178201.3,0.02678022,0.434711438,0.940531481
chr11:108342831-108369159_KDELC2_ENSG00000178202.8,0.012931445,0.891213872,0.940531481
chr8:144989320-145050902_PLEC_ENSG00000178209.10,0.026941543,0.362975712,0.940531481
chr4:1050037-1107350_RNF212_ENSG00000178222.8,0.03170987,0.361405593,0.940531481
chr19:57831876-57842144_ZNF543_ENSG00000178229.7,0.035816048,0.238422833,0.873949256
chr7:151722758-151819425_GALNT11_ENSG00000178234.8,0.041961426,0.480713829,0.940531481
chr3:48955220-49060928_WDR6_ENSG00000178252.13,0.026275316,0.685200099,0.940531481
chr8:7705397-7726389_SPAG11A_ENSG00000178287.13,0.022939957,0.488840116,0.940531481
chr2:17845078-17981509_GEN1_ENSG00000178295.10,-0.011144286,0.848398036,0.940531481
chr11:77225980-77348850_AQP11_ENSG00000178301.3,0.008608298,0.815007658,0.940531481
chr17:21100592-21133348_TMEM11_ENSG00000178307.5,-0.107085708,0.049497546,0.432666231
chr7:1191706-1204903_ZFAND2A_ENSG00000178381.7,0.189798885,0.011562566,0.181195579
chr2:208693026-208890284_PLEKHM3_ENSG00000178385.9,-0.043687767,0.046229697,0.415356077
chr19:44529493-44593766_ZNF223_ENSG00000178386.8,0.011474948,0.722804757,0.940531481
chr7:6369039-6388612_FAM220A_ENSG00000178397.8,-0.032464083,0.299851748,0.939099376
chr12:49740699-49751309_DNAJC22_ENSG00000178401.10,0.07129284,0.164481238,0.753541222
chr6:107386385-107436473_BEND3_ENSG00000178409.9,0.003800338,0.565138409,0.940531481
chr6:116422011-116570660_NT5DC1_ENSG00000178425.9,-0.123135186,0.119109671,0.642060706
chr10:86320198-86321019_RPS3AP5_ENSG00000178429.9,0.017997621,0.33194182,0.940531481
chr12:50505761-50561288_COX14_ENSG00000178449.4,-0.464728537,3.34E-05,0.002680244
chr4:140586921-141075338_H3F3AP6_ENSG00000178458.5,-0.057075011,0.323495153,0.940531481
chr8:67782983-67838633_MCMDC2_ENSG00000178460.13,0.010589283,0.746787069,0.940531481
chr10:5435060-5446793_TUBAL3_ENSG00000178462.7,0.006818412,0.852140424,0.940531481
chr19:12754088-12792716_CTD-2192J16.15_ENSG00000178464.6,0.05375,0.470496172,0.940531481
chr3:48955220-49060928_P4HTM_ENSG00000178467.13,0.047996982,0.442280398,0.940531481
chr12:57998404-58003587_DTX3_ENSG00000178498.11,0.007307516,0.787295111,0.940531481
chr3:48894368-48936426_SLC25A20_ENSG00000178537.5,-0.045886429,0.467047038,0.940531481
chr8:61099905-61193971_CA8_ENSG00000178538.5,0.014721773,0.638065659,0.940531481
chr3:37027356-37034795_EPM2AIP1_ENSG00000178567.5,-0.046538375,0.209910716,0.837994711
chr2:212240445-213403565_ERBB4_ENSG00000178568.9,0.011850535,0.873491615,0.940531481
chr16:79619739-79634611_MAF_ENSG00000178573.6,0.016751891,0.635733425,0.940531481
chr1:9908333-9970394_CTNNBIP1_ENSG00000178585.10,0.001916462,0.777097907,0.940531481
chrX:220024-230886_GTPBP6_ENSG00000178605.8,-0.008715688,0.45253981,0.940531481
chr17:62116501-62208179_ERN1_ENSG00000178607.11,-0.014810323,0.72031236,0.940531481
chr2:241526132-241570676_GPR35_ENSG00000178623.7,-0.021143395,0.404069393,0.940531481
chr1:2252691-2323146_AL513477.1_ENSG00000178642.5,-0.007164429,0.475142983,0.940531481
chr2:166326156-166545917_CSRNP3_ENSG00000178662.11,0.003258325,0.478733528,0.940531481
chr7:55954969-56067874_ZNF713_ENSG00000178665.10,0.010501313,0.766869117,0.940531481
chr8:145051320-145101933_PARP10_ENSG00000178685.9,0.00054754,0.920815415,0.940531481
chr17:30264036-30328064_SUZ12_ENSG00000178691.6,-0.182092013,0.008460627,0.145176963
chr3:93698982-93847389_NSUN3_ENSG00000178694.5,-0.035642969,0.432638151,0.940531481
chr13:77454311-77460540_KCTD12_ENSG00000178695.4,-0.090251974,0.000197708,0.010468278
chr3:93698982-93847389_DHFRL1_ENSG00000178700.3,0.006035459,0.865901204,0.940531481
chr15:75246756-75313837_RPP25_ENSG00000178718.5,0.019325183,0.521975039,0.940531481
chr8:145051320-145101933_GRINA_ENSG00000178719.12,0.017031049,0.715171567,0.940531481
chr9:34917171-34918293_GLULP4_ENSG00000178723.7,0.001229296,0.847397676,0.940531481
chr15:75212131-75230509_COX5A_ENSG00000178741.7,-0.430771268,0.002993888,0.073164377
chr3:93698982-93847389_STX19_ENSG00000178750.2,-0.20108748,0.005809202,0.114212275
chr2:239067622-239077541_FAM132B_ENSG00000178752.11,0.02674895,0.344246572,0.940531481
chr15:75192327-75199462_FAM219B_ENSG00000178761.10,-0.131251459,0.006299556,0.121248242
chr8:123793632-123986750_ZHX2_ENSG00000178764.6,0.007549724,0.785965362,0.940531481
chr16:89642175-89663654_CPNE7_ENSG00000178773.10,0.075873984,0.050306325,0.436194682
chr5:147250244-147286101_C5orf46_ENSG00000178776.4,0.013985923,0.656399332,0.940531481
chr1:151673501-151702281_RIIAD1_ENSG00000178796.8,0.017731949,0.623869035,0.940531481
chr15:75182345-75191798_MPI_ENSG00000178802.13,-0.023609527,0.346569099,0.940531481
chr7:74988447-75115548_TRIM73_ENSG00000178809.7,0.020426382,0.429746749,0.940531481
chr8:145104029-145118735_OPLAH_ENSG00000178814.11,0.000937292,0.919092398,0.940531481
chr7:142941185-142985141_TMEM139_ENSG00000178826.6,0.018205019,0.631268931,0.940531481
chr1:20140522-20145995_RNF186_ENSG00000178828.5,-0.136209529,0.000133892,0.007982939
chr17:45331211-45518678_EFCAB13_ENSG00000178852.11,-0.049199761,0.664341794,0.940531481
chr12:12878850-12982915_APOLD1_ENSG00000178878.8,0.022757977,0.467506167,0.940531481
chr12:124247041-124800570_FAM101A_ENSG00000178882.9,0.006923424,0.671344828,0.940531481
chr8:145132904-145135550_EXOSC4_ENSG00000178896.6,0.047169218,0.154300129,0.730550845
chr19:32880955-32976801_DPY19L3_ENSG00000178904.14,0.030640438,0.688554395,0.940531481
chr5:140698056-140700339_TAF7_ENSG00000178913.5,0.273168576,0.00281012,0.07046722
chr3:44540461-44552128_ZNF852_ENSG00000178917.10,0.005220697,0.87900778,0.940531481
chr17:8130190-8173809_PFAS_ENSG00000178921.9,-0.000603512,0.962061476,0.970224422
chr1:43855552-43922666_HYI_ENSG00000178922.12,-0.065227178,0.279735749,0.924555557
chr17:80347098-80408705_C17orf62_ENSG00000178927.12,0.062161702,0.046314563,0.415356077
chr19:39279850-39282389_LGALS7B_ENSG00000178934.4,0.009019024,0.805374269,0.940531481
chr19:58281022-58427978_ZNF552_ENSG00000178935.5,-0.028077372,0.666078839,0.940531481
chr4:843063-926161_GAK_ENSG00000178950.12,0.077391481,0.316841034,0.940531481
chr19:4044361-4066943_ZBTB7A_ENSG00000178951.4,0.051697602,0.270034242,0.913714111
chr16:28853731-28857729_TUFM_ENSG00000178952.4,-0.375532484,0.000352185,0.016278764
chr9:86595625-86618985_RMI1_ENSG00000178966.11,0.000637252,0.920438233,0.940531481
chr17:8130190-8173809_CTC1_ENSG00000178971.9,-0.032336449,0.288981049,0.929731946
chr4:144256417-144395721_AC097658.1_ENSG00000178972.3,0.01508043,0.603779346,0.940531481
chr14:55729484-55828636_FBXO34_ENSG00000178974.5,-0.176311519,0.03410706,0.354440267
chr17:8123959-8127361_LINC00324_ENSG00000178977.3,0.001101139,0.918299402,0.940531481
chr19:48281828-48287943_SEPW1_ENSG00000178980.10,-0.539806565,0.001063312,0.035843219
chr19:39109734-39127595_EIF3K_ENSG00000178982.5,-0.54522973,0.00040032,0.01769918
chr4:6709427-6711607_MRFAP1L1_ENSG00000178988.10,0.112516899,0.021550859,0.270368009
chr17:8108055-8113918_AURKB_ENSG00000178999.8,0.016653889,0.771431112,0.940531481
chr14:60863186-61021634_C14orf39_ENSG00000179008.4,0.008240585,0.779017261,0.940531481
chr4:6641817-6644472_MRFAP1_ENSG00000179010.10,0.066843987,0.194848694,0.813273918
chr3:88101093-88217879_C3orf38_ENSG00000179021.5,0.032704454,0.329424077,0.940531481
chr17:8076554-8079717_TMEM107_ENSG00000179029.10,0.003887628,0.567074918,0.940531481
chr11:66886739-67025558_AP001885.1_ENSG00000179038.7,0.01308268,0.629555471,0.940531481
chr8:67341262-67430759_RRS1_ENSG00000179041.2,-0.066192099,0.003236973,0.076451043
chr1:17733255-17766220_RCC2_ENSG00000179051.9,-0.036208483,0.500507056,0.940531481
chr11:18714668-18814268_IGSF22_ENSG00000179057.9,0.000389842,0.921451739,0.940531481
chr1:155112366-155113071_DPM3_ENSG00000179085.7,-0.158011894,0.041492324,0.394066946
chr8:145149929-145152428_CYC1_ENSG00000179091.4,-0.063190063,0.978810998,0.982299276
chr17:8043789-8066864_PER1_ENSG00000179094.9,0.020109355,0.581970433,0.940531481
chrX:122648323-122648723_RP11-349N19.2_ENSG00000179101.5,-0.03362925,0.258458697,0.902482134
chr12:83080658-83528649_TMTC2_ENSG00000179104.4,0.013165642,0.60205887,0.940531481
chr19:13033292-13044851_FARSA_ENSG00000179115.6,-0.098023477,0.210757251,0.839908713
chr11:18621333-18656338_SPTY2D1_ENSG00000179119.10,-0.047818165,0.261020063,0.904838641
chr19:39833035-39876350_SAMD4B_ENSG00000179134.10,0.078617336,0.214467732,0.844619063
chr7:150211917-150218161_GIMAP7_ENSG00000179144.4,-0.058521114,0.03436119,0.355739376
chr15:74890840-74988633_EDC3_ENSG00000179151.7,-0.042425984,0.043631815,0.403555708
chr3:44379432-44450943_TCAIM_ENSG00000179152.14,-0.038731581,0.432587402,0.940531481
chr1:24171566-24194784_FUCA1_ENSG00000179163.11,-0.026431604,0.855297174,0.940531481
chr3:125465926-125466941_OR7E97P_ENSG00000179170.11,0.00896337,0.80670553,0.940531481
chr1:43629845-43739673_TMEM125_ENSG00000179178.6,-0.002436817,0.609684288,0.940531481
chr12:124247041-124800570_ZNF664_ENSG00000179195.11,-0.043491828,0.081874305,0.546368206
chr19:13049391-13055303_CALR_ENSG00000179218.9,0.341987045,0.001224039,0.039237848
chrX:51546102-51645453_MAGED1_ENSG00000179222.13,-0.042359015,0.511753696,0.940531481
chr11:76092356-76125663_RP11-111M22.2_ENSG00000179240.4,0.00690968,0.79183692,0.940531481
chr11:35965530-36253686_LDLRAD3_ENSG00000179241.8,0.007419548,0.718621974,0.940531481
chr20:59827481-60515673_CDH4_ENSG00000179242.11,0.004115769,0.893798025,0.940531481
chr19:13056668-13064456_RAD23A_ENSG00000179262.5,0.138030083,0.057825102,0.46916253
chr19:13064971-13068050_GADD45GIP1_ENSG00000179271.1,0.012689,0.139663858,0.693357001
chr19:13075972-13085567_DAND5_ENSG00000179284.4,0.001320797,0.917167403,0.940531481
chr12:112842993-112947717_PTPN11_ENSG00000179295.11,0.030197637,0.609418584,0.940531481
chr10:49217897-49239729_CTGLF12P_ENSG00000179296.9,-0.017810394,0.387707447,0.940531481
chr4:40751913-40812002_NSUN7_ENSG00000179299.12,-0.015453803,0.868210615,0.940531481
chrX:52920335-52937587_FAM156B_ENSG00000179304.12,0.009827097,0.773680648,0.940531481
chr17:5675553-6027747_WSCD1_ENSG00000179314.9,0.002975485,0.905596728,0.940531481
chr15:74890840-74988633_CLK3_ENSG00000179335.14,-0.091844074,0.02510889,0.297086697
chr6:32627243-32636160_HLA-DQB1_ENSG00000179344.12,0.017128994,0.634646328,0.940531481
chr3:128198269-128221191_GATA2_ENSG00000179348.7,0.01804808,0.498081745,0.940531481
chr15:74833517-74890472_ARID3B_ENSG00000179361.13,-0.011484901,0.881438755,0.940531481
chr15:45722726-45878488_HMGN2P46_ENSG00000179362.10,-0.029206819,0.559186919,0.940531481
chr14:105675622-105864484_PACS2_ENSG00000179364.9,0.040133562,0.29127603,0.931649733
chr4:141445311-141474924_ELMOD2_ENSG00000179387.5,-0.016037519,0.747549813,0.940531481
chr8:22545171-22941132_EGR3_ENSG00000179388.8,-0.018606452,0.875924556,0.940531481
chr1:244617678-244804479_C1orf101_ENSG00000179397.13,0.017874806,0.454807941,0.940531481
chr1:1370240-1378262_VWA1_ENSG00000179403.10,0.008171503,0.714334129,0.940531481
chr7:65670185-65955095_LINC00174_ENSG00000179406.6,0.005471967,0.745874228,0.940531481
chr17:647653-658576_GEMIN4_ENSG00000179409.6,0.007721028,0.785518611,0.940531481
chr11:35639734-35642419_FJX1_ENSG00000179431.5,0.003275035,0.833596407,0.940531481
chr14:45393521-45543634_KLHL28_ENSG00000179454.9,-0.063936787,0.192429111,0.809065224
chr1:244214584-244220778_ZBTB18_ENSG00000179456.9,0.037155183,0.295490076,0.933962432
chr14:45366497-45381066_C14orf28_ENSG00000179476.3,-0.033204125,0.489764533,0.940531481
chr15:44719431-44829121_EIF3J-AS1_ENSG00000179523.4,0.053608727,0.143728748,0.703613534
chr8:145153535-145173218_SHARPIN_ENSG00000179526.12,0.035115541,0.311807375,0.940531481
chr11:6502676-6614988_DNHD1_ENSG00000179532.8,0.040629216,0.265319171,0.909263784
chrX:142710595-142723596_SLITRK4_ENSG00000179542.11,0.005579127,0.873516789,0.940531481
chr16:10958770-11036878_CIITA_ENSG00000179583.13,-0.020967281,0.076606482,0.529524717
chr17:7942334-7952452_ALOX15B_ENSG00000179593.11,0.020374104,0.502017298,0.940531481
chr7:126078651-126893348_GRM8_ENSG00000179603.13,0.029767233,0.429573528,0.940531481
chr17:71279762-71308314_CDC42EP4_ENSG00000179604.8,0.013045568,0.653486424,0.940531481
chr14:105266932-105271049_ZBTB42_ENSG00000179627.9,-0.01140174,0.092716022,0.575555356
chr13:44398044-44468068_LACC1_ENSG00000179630.6,-0.014033849,0.798438404,0.940531481
chr8:145153535-145173218_MAF1_ENSG00000179632.5,0.01625358,0.580346619,0.940531481
chr3:160394947-160396233_ARL14_ENSG00000179674.2,0.036714605,0.445345149,0.940531481
chr12:47469489-47630443_PCED1B_ENSG00000179715.8,0.003667821,0.89884661,0.940531481
